,route_short_name,stop_name,service_id,average_wait
423,EKO2,Beograd Na Vodi,Zimski-Radni Dan,0:10:14.423077
424,601,Beograd Na Vodi,Zimski-Radni Dan,0:10:28.947368
425,EKO2,Beograd Na Vodi,Zimski-Nedelja,0:13:18.750000
426,EKO2,Beograd Na Vodi,Zimski-Subota,0:13:18.750000
427,601,Beograd Na Vodi,Zimski-Subota,0:18:06.363636
428,601,Beograd Na Vodi,Zimski-Nedelja,0:18:40.312500
429,3A,Beograd Na Vodi,Zimski-Radni Dan,0:10:15.789474
430,3A,Beograd Na Vodi,Zimski-Nedelja,0:12:03.711340
431,3A,Beograd Na Vodi,Zimski-Subota,0:12:03.711340
432,551,Beograd Na Vodi,Zimski-Radni Dan,0:18:00
433,92,Beograd Na Vodi,Zimski-Subota,0:26:00
434,92,Beograd Na Vodi,Zimski-Nedelja,0:26:00
435,92,Beograd Na Vodi,Zimski-Radni Dan,0:26:05.853659
436,551,Beograd Na Vodi,Zimski-Subota,0:26:15
437,551,Beograd Na Vodi,Zimski-Nedelja,0:26:15
438,91,Beograd Na Vodi,Zimski-Radni Dan,0:26:25.714286
439,91,Beograd Na Vodi,Zimski-Subota,0:29:19.459459
440,91,Beograd Na Vodi,Zimski-Nedelja,0:29:19.459459
441,553,Beograd Na Vodi,Zimski-Radni Dan,0:45:27.272727
442,553,Beograd Na Vodi,Zimski-Nedelja,1:24:06
443,553,Beograd Na Vodi,Zimski-Subota,1:24:06
444,75,Zeleni Venac,Zimski-Radni Dan,0:10:16.363636
445,75,Zeleni Venac,Zimski-Subota,0:12:25.054945
446,71,Zeleni Venac,Zimski-Radni Dan,0:13:35.853659
447,75,Zeleni Venac,Zimski-Nedelja,0:14:07.500000
448,71,Zeleni Venac,Zimski-Nedelja,0:14:52
449,71,Zeleni Venac,Zimski-Subota,0:14:52
450,67,Zeleni Venac,Zimski-Radni Dan,0:16:32.647059
451,67,Zeleni Venac,Zimski-Nedelja,0:20:27.272727
452,67,Zeleni Venac,Zimski-Subota,0:20:27.272727
453,72,Zeleni Venac,Zimski-Nedelja,0:31:03.157895
454,72,Zeleni Venac,Zimski-Radni Dan,0:31:03.157895
455,72,Zeleni Venac,Zimski-Subota,0:31:03.157895
456,60L,Zeleni Venac,Zimski-Subota,0:48:53.333333
457,60L,Zeleni Venac,Zimski-Nedelja,0:48:53.333333
458,60,Zeleni Venac,Zimski-Radni Dan,1:04:00
459,60L,Zeleni Venac,Zimski-Radni Dan,1:04:17.142857
460,601,Surčin,Zimski-Radni Dan,0:10:21.621622
461,601,Surčin,Zimski-Subota,0:16:53.636364
462,601,Surčin,Zimski-Nedelja,0:17:59.032258
463,607,Surčin,Zimski-Nedelja,1:31:52.500000
464,607,Surčin,Zimski-Radni Dan,1:31:52.500000
465,607,Surčin,Zimski-Subota,1:31:52.500000
466,101,Padinska Skela,Zimski-Radni Dan,0:10:23.478261
467,101,Padinska Skela,Zimski-Nedelja,0:17:04.285714
468,101,Padinska Skela,Zimski-Subota,0:17:04.285714
469,107,Padinska Skela,Zimski-Radni Dan,0:57:53.684211
470,102,Padinska Skela,Zimski-Subota,0:58:45
471,102,Padinska Skela,Zimski-Nedelja,0:58:45
472,102,Padinska Skela,Zimski-Radni Dan,0:58:45
473,110,Padinska Skela,Zimski-Radni Dan,1:14:00
474,110,Padinska Skela,Zimski-Nedelja,1:14:00
475,110,Padinska Skela,Zimski-Subota,1:14:00
476,109,Padinska Skela,Zimski-Subota,1:16:25.714286
477,109,Padinska Skela,Zimski-Nedelja,1:16:25.714286
478,109,Padinska Skela,Zimski-Radni Dan,1:16:25.714286
479,101,Omladinski Stadion,Zimski-Radni Dan,0:10:23.684211
480,105,Omladinski Stadion,Zimski-Radni Dan,0:16:16.056338
481,101,Omladinski Stadion,Zimski-Nedelja,0:17:03.529412
482,101,Omladinski Stadion,Zimski-Subota,0:17:03.529412
483,104,Omladinski Stadion,Zimski-Radni Dan,0:23:45
484,105,Omladinski Stadion,Zimski-Subota,0:27:26.511628
485,105,Omladinski Stadion,Zimski-Nedelja,0:27:26.511628
486,106,Omladinski Stadion,Zimski-Radni Dan,0:39:00
487,104,Omladinski Stadion,Zimski-Nedelja,0:40:21.428571
488,104,Omladinski Stadion,Zimski-Subota,0:40:21.428571
489,106,Omladinski Stadion,Zimski-Nedelja,0:52:37.142857
490,106,Omladinski Stadion,Zimski-Subota,0:52:37.142857
491,74,Bežanijska Kosa,Zimski-Radni Dan,0:10:24.770642
492,75,Bežanijska Kosa,Zimski-Radni Dan,0:10:44.859813
493,75,Bežanijska Kosa,Zimski-Subota,0:12:55.280899
494,75,Bežanijska Kosa,Zimski-Nedelja,0:14:22.500000
495,74,Bežanijska Kosa,Zimski-Subota,0:15:38.028169
496,74,Bežanijska Kosa,Zimski-Nedelja,0:17:37.142857
497,70,Bežanijska Kosa,Zimski-Radni Dan,0:25:14.285714
498,70,Bežanijska Kosa,Zimski-Nedelja,0:25:14.285714
499,70,Bežanijska Kosa,Zimski-Subota,0:25:14.285714
500,25,Karaburma 2,Zimski-Radni Dan,0:11:04.485981
501,25,Karaburma 2,Zimski-Subota,0:13:01.318681
502,25,Karaburma 2,Zimski-Nedelja,0:15:48
503,2,Pristanište,Zimski-Radni Dan,0:11:07.924528
504,2,Pristanište,Zimski-Subota,0:14:23.414634
505,2,Pristanište,Zimski-Nedelja,0:14:23.414634
506,2,Pristanište,Zimski-Radni Dan,0:11:07.924528
507,2,Pristanište,Zimski-Nedelja,0:14:23.414634
508,2,Pristanište,Zimski-Subota,0:14:23.414634
509,25,Kumodraž 2,Zimski-Radni Dan,0:11:10.754717
510,25,Kumodraž 2,Zimski-Subota,0:13:10
511,25,Kumodraž 2,Zimski-Nedelja,0:16:13.972603
512,308,Šumice - Okretnica,Zimski-Radni Dan,0:11:14.257426
513,308,Šumice - Okretnica,Zimski-Subota,0:17:41.904762
514,310,Šumice - Okretnica,Zimski-Radni Dan,0:20:11.538462
515,308,Šumice - Okretnica,Zimski-Nedelja,0:24:46.666667
516,310,Šumice - Okretnica,Zimski-Nedelja,0:29:08.571429
517,310,Šumice - Okretnica,Zimski-Subota,0:29:08.571429
518,38,Šumice - Okretnica,Zimski-Nedelja,0:37:13.333333
519,38,Šumice - Okretnica,Zimski-Subota,0:37:13.333333
520,38,Šumice - Okretnica,Zimski-Radni Dan,0:37:13.333333
521,308,Vml,Zimski-Radni Dan,0:11:17.142857
522,308,Vml,Zimski-Subota,0:17:34.545455
523,308,Vml,Zimski-Nedelja,0:24:40.851064
524,38,Vml,Zimski-Subota,0:37:13.333333
525,38,Vml,Zimski-Nedelja,0:37:13.333333
526,38,Vml,Zimski-Radni Dan,0:37:13.333333
527,55,Stari Železnik,Zimski-Radni Dan,0:11:18.787879
528,55,Stari Železnik,Zimski-Subota,0:20:00
529,55,Stari Železnik,Zimski-Nedelja,0:22:51.428571
530,51,Bele Vode,Zimski-Radni Dan,0:11:19.411765
531,51,Bele Vode,Zimski-Nedelja,0:15:00
532,51,Bele Vode,Zimski-Subota,0:15:00
533,55,Zvezdara,Zimski-Radni Dan,0:11:25.714286
534,55,Zvezdara,Zimski-Subota,0:20:21.818182
535,55,Zvezdara,Zimski-Nedelja,0:23:20
536,5,Tadeuša Košćuška,Zimski-Radni Dan,0:11:28.421053
537,5,Tadeuša Košćuška,Zimski-Nedelja,0:13:23.703704
538,5,Tadeuša Košćuška,Zimski-Subota,0:13:23.703704
539,10,Tadeuša Košćuška,Zimski-Radni Dan,0:14:17.142857
540,10,Tadeuša Košćuška,Zimski-Subota,0:15:16.666667
541,10,Tadeuša Košćuška,Zimski-Nedelja,0:15:16.666667
542,11,Tadeuša Košćuška,Zimski-Subota,0:22:56.086957
543,11,Tadeuša Košćuška,Zimski-Radni Dan,0:22:56.086957
544,11,Tadeuša Košćuška,Zimski-Nedelja,0:22:56.086957
545,83,Mileševska,Zimski-Radni Dan,0:11:31.578947
546,83,Mileševska,Zimski-Subota,0:11:31.578947
547,83,Mileševska,Zimski-Nedelja,0:14:47.837838
548,53,Zeleni Venac,Zimski-Radni Dan,0:11:43.030303
549,53,Zeleni Venac,Zimski-Subota,0:12:28.387097
550,53,Zeleni Venac,Zimski-Nedelja,0:12:53.333333
551,12,Omladinski Stadion,Zimski-Radni Dan,0:11:47.142857
552,12,Omladinski Stadion,Zimski-Nedelja,0:16:16.056338
553,12,Omladinski Stadion,Zimski-Subota,0:16:16.056338
554,73,Batajnica /Železnička Stanica/,Zimski-Radni Dan,0:11:59.354839
555,73,Batajnica /Železnička Stanica/,Zimski-Subota,0:12:57.906977
556,73,Batajnica /Železnička Stanica/,Zimski-Nedelja,0:19:18.620690
557,703L1,Batajnica /Železnička Stanica/,Zimski-Radni Dan,0:21:34.444444
558,703L1,Batajnica /Železnička Stanica/,Zimski-Subota,0:32:05
559,703L1,Batajnica /Železnička Stanica/,Zimski-Nedelja,0:32:05
560,12,Banovo Brdo,Zimski-Radni Dan,0:12:05
561,13,Banovo Brdo,Zimski-Radni Dan,0:12:15.164835
562,13,Banovo Brdo,Zimski-Subota,0:13:35.853659
563,13,Banovo Brdo,Zimski-Nedelja,0:13:35.853659
564,12,Banovo Brdo,Zimski-Nedelja,0:16:06.666667
565,12,Banovo Brdo,Zimski-Subota,0:16:06.666667
566,704,Zemun Polje,Zimski-Radni Dan,0:12:14.042553
567,707,Zemun Polje,Zimski-Radni Dan,0:15:52.702703
568,704,Zemun Polje,Zimski-Subota,0:16:26.363636
569,704,Zemun Polje,Zimski-Nedelja,0:18:23.389831
570,707,Zemun Polje,Zimski-Nedelja,0:20:36.842105
571,707,Zemun Polje,Zimski-Subota,0:20:36.842105
572,708,Zemun Polje,Zimski-Radni Dan,0:24:21.702128
573,709,Zemun Polje,Zimski-Radni Dan,0:25:00
574,708,Zemun Polje,Zimski-Subota,0:29:12.631579
575,709,Zemun Polje,Zimski-Subota,0:32:38.333333
576,708,Zemun Polje,Zimski-Nedelja,0:39:17.142857
577,709,Zemun Polje,Zimski-Nedelja,0:42:57.777778
578,307,Ustanička,Zimski-Radni Dan,0:12:18.461538
579,311,Ustanička,Zimski-Radni Dan,0:19:20
580,307,Ustanička,Zimski-Nedelja,0:25:55.813953
581,307,Ustanička,Zimski-Subota,0:25:55.813953
582,306,Ustanička,Zimski-Radni Dan,0:27:40.975610
583,306,Ustanička,Zimski-Nedelja,0:31:31.666667
584,306,Ustanička,Zimski-Subota,0:31:31.666667
585,311,Ustanička,Zimski-Nedelja,0:36:45.517241
586,311,Ustanička,Zimski-Subota,0:36:45.517241
587,307,Vinča,Zimski-Radni Dan,0:12:21.758242
588,307,Vinča,Zimski-Nedelja,0:25:55.813953
589,307,Vinča,Zimski-Subota,0:25:55.813953
590,704,Zeleni Venac,Zimski-Radni Dan,0:12:30
591,707,Zeleni Venac,Zimski-Radni Dan,0:15:42.253521
592,704,Zeleni Venac,Zimski-Subota,0:16:25.074627
593,704,Zeleni Venac,Zimski-Nedelja,0:18:01.967213
594,707,Zeleni Venac,Zimski-Nedelja,0:19:33.684211
595,707,Zeleni Venac,Zimski-Subota,0:19:33.684211
596,89,Vidikovac,Zimski-Radni Dan,0:12:35.294118
597,89,Vidikovac,Zimski-Subota,0:16:43.125000
598,504,Vidikovac,Zimski-Subota,0:19:02.105263
599,504,Vidikovac,Zimski-Nedelja,0:19:02.105263
600,504,Vidikovac,Zimski-Radni Dan,0:19:02.105263
601,89,Vidikovac,Zimski-Nedelja,0:22:17.500000
602,89,Novi Beograd /Blok 72/,Zimski-Radni Dan,0:12:36.976744
603,89,Novi Beograd /Blok 72/,Zimski-Subota,0:16:41.538462
604,89,Novi Beograd /Blok 72/,Zimski-Nedelja,0:22:36.250000
605,302,Begaljica,Zimski-Radni Dan,0:12:58.651685
606,302,Begaljica,Zimski-Subota,0:21:41.886792
607,302,Begaljica,Zimski-Nedelja,0:29:22.500000
608,E2,Trg Republike,Zimski-Radni Dan,0:13:06.086957
609,E2,Trg Republike,Zimski-Subota,0:17:30
610,77,Bežanijska Kosa,Zimski-Subota,0:13:07.500000
611,77,Bežanijska Kosa,Zimski-Radni Dan,0:13:27.692308
612,77,Bežanijska Kosa,Zimski-Nedelja,0:17:12.786885
613,76,Bežanijska Kosa,Zimski-Radni Dan,0:48:03.333333
614,76,Bežanijska Kosa,Zimski-Subota,1:06:09.230769
615,76,Bežanijska Kosa,Zimski-Nedelja,1:06:09.230769
616,706,Batajnica,Zimski-Radni Dan,0:13:09.655172
617,706,Batajnica,Zimski-Subota,0:13:37.857143
618,706,Batajnica,Zimski-Nedelja,0:18:28.064516
619,302,Ustanička,Zimski-Radni Dan,0:13:14.318182
620,305,Ustanička,Zimski-Radni Dan,0:14:22.500000
621,304,Ustanička,Zimski-Radni Dan,0:21:13.584906
622,302,Ustanička,Zimski-Subota,0:21:47.547170
623,305,Ustanička,Zimski-Subota,0:24:28.085106
624,305,Ustanička,Zimski-Nedelja,0:24:28.085106
625,302,Ustanička,Zimski-Nedelja,0:29:29.230769
626,303,Ustanička,Zimski-Radni Dan,0:34:13.125000
627,304,Ustanička,Zimski-Subota,0:39:38.571429
628,304,Ustanička,Zimski-Nedelja,0:39:38.571429
629,303,Ustanička,Zimski-Subota,0:41:12
630,303,Ustanička,Zimski-Nedelja,0:41:12
631,706,Zeleni Venac,Zimski-Radni Dan,0:13:20
632,706,Zeleni Venac,Zimski-Subota,0:13:20
633,706,Zeleni Venac,Zimski-Nedelja,0:18:03.870968
634,505L,Miljakovačke Staze,Zimski-Radni Dan,0:13:23.846154
635,505,Miljakovačke Staze,Zimski-Subota,0:14:56.202532
636,505,Miljakovačke Staze,Zimski-Radni Dan,0:14:56.202532
637,505,Miljakovačke Staze,Zimski-Nedelja,0:14:56.202532
638,505L,Miljakovačke Staze,Zimski-Nedelja,0:19:37.358491
639,505L,Miljakovačke Staze,Zimski-Subota,0:19:37.358491
640,505R,Miljakovačke Staze,Zimski-Nedelja,0:51:33.750000
641,505R,Miljakovačke Staze,Zimski-Subota,0:51:33.750000
642,505R,Miljakovačke Staze,Zimski-Radni Dan,0:51:33.750000
643,505L,Miljakovac 1,Zimski-Radni Dan,0:13:23.846154
644,505L,Miljakovac 1,Zimski-Subota,0:19:37.358491
645,505L,Miljakovac 1,Zimski-Nedelja,0:19:37.358491
646,71,Ledine,Zimski-Radni Dan,0:13:37.857143
647,71,Ledine,Zimski-Subota,0:14:52.207792
648,71,Ledine,Zimski-Nedelja,0:14:52.207792
649,603,Ledine,Zimski-Radni Dan,0:23:09.795918
650,603,Ledine,Zimski-Subota,0:32:25.714286
651,603,Ledine,Zimski-Nedelja,0:43:39.230769
652,24,Neimar,Zimski-Radni Dan,0:13:44.096386
653,24,Neimar,Zimski-Subota,0:21:06.666667
654,24,Neimar,Zimski-Nedelja,0:21:06.666667
655,49,Naselje Stepa Stepanović,Zimski-Radni Dan,0:14:05.070423
656,49,Naselje Stepa Stepanović,Zimski-Subota,0:18:50.769231
657,49,Naselje Stepa Stepanović,Zimski-Nedelja,0:18:50.769231
658,305,Boleč,Zimski-Radni Dan,0:14:22.500000
659,305,Boleč,Zimski-Subota,0:24:28.085106
660,305,Boleč,Zimski-Nedelja,0:24:28.085106
661,505,Miljakovac 1 – Okretnica,Zimski-Nedelja,0:14:44.615385
662,505,Miljakovac 1 – Okretnica,Zimski-Radni Dan,0:14:44.615385
663,505,Miljakovac 1 – Okretnica,Zimski-Subota,0:14:44.615385
664,502,Miljakovac 1 – Okretnica,Zimski-Subota,0:21:25.714286
665,502,Miljakovac 1 – Okretnica,Zimski-Radni Dan,0:21:25.714286
666,502,Miljakovac 1 – Okretnica,Zimski-Nedelja,0:21:25.714286
667,54,Miljakovac 1 – Okretnica,Zimski-Radni Dan,0:44:02.307692
668,505R,Miljakovac 1 – Okretnica,Zimski-Nedelja,0:51:33.750000
669,505R,Miljakovac 1 – Okretnica,Zimski-Subota,0:51:33.750000
670,505R,Miljakovac 1 – Okretnica,Zimski-Radni Dan,0:51:33.750000
671,54,Miljakovac 1 – Okretnica,Zimski-Nedelja,1:23:50.769231
672,54,Miljakovac 1 – Okretnica,Zimski-Subota,1:23:50.769231
673,611,Dobanovci /Groblje/,Zimski-Radni Dan,0:14:48.311688
674,611,Dobanovci /Groblje/,Zimski-Subota,0:25:20
675,611,Dobanovci /Groblje/,Zimski-Nedelja,0:25:20
676,606,Dobanovci /Groblje/,Zimski-Radni Dan,0:38:40
677,606,Dobanovci /Groblje/,Zimski-Subota,0:38:40
678,606,Dobanovci /Groblje/,Zimski-Nedelja,0:38:40
679,25P,Kumodraž (Stepina Kuća),Zimski-Radni Dan,0:15:04
680,25P,Kumodraž (Stepina Kuća),Zimski-Subota,0:17:20.625000
681,25P,Kumodraž (Stepina Kuća),Zimski-Nedelja,0:21:45.882353
682,105,Ovča /Železnička Stanica/,Zimski-Radni Dan,0:16:04.285714
683,105L,Ovča /Železnička Stanica/,Zimski-Radni Dan,0:21:43.846154
684,105,Ovča /Železnička Stanica/,Zimski-Nedelja,0:27:15.714286
685,105,Ovča /Železnička Stanica/,Zimski-Subota,0:27:15.714286
686,105L,Ovča /Železnička Stanica/,Zimski-Subota,0:32:52.727273
687,105L,Ovča /Železnička Stanica/,Zimski-Nedelja,0:32:52.727273
688,67,Blok 70a,Zimski-Radni Dan,0:16:32.647059
689,67,Blok 70a,Zimski-Nedelja,0:20:05.357143
690,67,Blok 70a,Zimski-Subota,0:20:05.357143
691,708,Blok 70a,Zimski-Radni Dan,0:23:48.260870
692,708,Blok 70a,Zimski-Subota,0:30:34.285714
693,708,Blok 70a,Zimski-Nedelja,0:40:23.076923
694,76,Blok 70a,Zimski-Radni Dan,0:47:46.666667
695,76,Blok 70a,Zimski-Nedelja,1:06:32.307692
696,76,Blok 70a,Zimski-Subota,1:06:32.307692
697,700,Batajnica /Železnička Stanica/,Zimski-Radni Dan,0:16:49.523810
698,700,Batajnica /Železnička Stanica/,Zimski-Subota,0:29:26.666667
699,700,Batajnica /Železnička Stanica/,Zimski-Nedelja,0:29:26.666667
700,85,Borča 3,Zimski-Radni Dan,0:16:56.363636
701,85,Borča 3,Zimski-Subota,0:20:16.071429
702,85,Borča 3,Zimski-Nedelja,0:22:15.294118
703,405,Voždovac,Zimski-Radni Dan,0:17:04.285714
704,405,Voždovac,Zimski-Subota,0:25:58.695652
705,405,Voždovac,Zimski-Nedelja,0:25:58.695652
706,403,Voždovac,Zimski-Radni Dan,0:30:07.692308
707,409,Voždovac,Zimski-Radni Dan,0:33:42.222222
708,409,Voždovac,Zimski-Subota,0:33:42.222222
709,409,Voždovac,Zimski-Nedelja,0:33:42.222222
710,408,Voždovac,Zimski-Radni Dan,0:37:05.806452
711,407,Voždovac,Zimski-Nedelja,0:43:16.153846
712,408,Voždovac,Zimski-Subota,0:43:16.153846
713,407,Voždovac,Zimski-Radni Dan,0:43:16.153846
714,407,Voždovac,Zimski-Subota,0:43:16.153846
715,403,Voždovac,Zimski-Nedelja,0:47:55
716,403,Voždovac,Zimski-Subota,0:47:55
717,408,Voždovac,Zimski-Nedelja,1:04:42.352941
718,406,Voždovac,Zimski-Subota,1:05:52.941176
719,406,Voždovac,Zimski-Nedelja,1:05:52.941176
720,406,Voždovac,Zimski-Radni Dan,1:05:52.941176
721,405,Glumčevo Brdo,Zimski-Radni Dan,0:17:04.285714
722,405,Glumčevo Brdo,Zimski-Nedelja,0:26:00
723,405,Glumčevo Brdo,Zimski-Subota,0:26:00
724,405L,Glumčevo Brdo,Zimski-Subota,0:38:10.909091
725,405L,Glumčevo Brdo,Zimski-Radni Dan,0:38:24
726,405L,Glumčevo Brdo,Zimski-Nedelja,0:47:38.823529
727,610,Jakovo,Zimski-Radni Dan,0:17:14.328358
728,610,Jakovo,Zimski-Subota,0:27:19.534884
729,610,Jakovo,Zimski-Nedelja,0:27:19.534884
730,30,Medaković 2,Zimski-Radni Dan,0:17:30
731,30,Medaković 2,Zimski-Subota,0:22:36.250000
732,30,Medaković 2,Zimski-Nedelja,0:38:34.285714
733,81,Altina 1,Zimski-Radni Dan,0:17:42.711864
734,81L,Altina 1,Zimski-Radni Dan,0:18:28.474576
735,81,Altina 1,Zimski-Nedelja,0:33:13.548387
736,81,Altina 1,Zimski-Subota,0:33:13.548387
737,81L,Altina 1,Zimski-Subota,0:34:41.818182
738,81L,Altina 1,Zimski-Nedelja,0:34:41.818182
739,551,Sremčica,Zimski-Radni Dan,0:18:09.230769
740,551,Sremčica,Zimski-Subota,0:26:40
741,551,Sremčica,Zimski-Nedelja,0:26:40
742,311,Leštane (Ravan),Zimski-Radni Dan,0:18:56.129032
743,311,Leštane (Ravan),Zimski-Nedelja,0:36:44
744,311,Leštane (Ravan),Zimski-Subota,0:36:44
745,531,13. Septembar,Zimski-Radni Dan,0:19:12.631579
746,531,13. Septembar,Zimski-Subota,0:31:08.571429
747,531,13. Septembar,Zimski-Nedelja,0:31:08.571429
748,66,Naučno-Tehnološki Park ,Zimski-Radni Dan,0:19:33.333333
749,66,Naučno-Tehnološki Park ,Zimski-Nedelja,0:19:33.333333
750,66,Naučno-Tehnološki Park ,Zimski-Subota,0:19:33.333333
751,309L,Put Za Institut,Zimski-Radni Dan,0:19:39.661017
752,309L,Put Za Institut,Zimski-Subota,0:38:40
753,309L,Put Za Institut,Zimski-Nedelja,0:38:40
754,309L,Kaluđerica (Višnjićeva),Zimski-Radni Dan,0:19:40
755,309L,Kaluđerica (Višnjićeva),Zimski-Subota,0:38:40
756,309L,Kaluđerica (Višnjićeva),Zimski-Nedelja,0:38:40
757,531,Banovo Brdo,Zimski-Radni Dan,0:19:49.090909
758,532,Banovo Brdo,Zimski-Radni Dan,0:20:54.545455
759,512,Banovo Brdo,Zimski-Radni Dan,0:26:13.170732
760,533,Banovo Brdo,Zimski-Radni Dan,0:29:48.888889
761,531,Banovo Brdo,Zimski-Subota,0:31:45.882353
762,531,Banovo Brdo,Zimski-Nedelja,0:31:45.882353
763,533,Banovo Brdo,Zimski-Nedelja,0:31:49.090909
764,533,Banovo Brdo,Zimski-Subota,0:31:49.090909
765,532,Banovo Brdo,Zimski-Nedelja,0:33:22.941176
766,532,Banovo Brdo,Zimski-Subota,0:33:22.941176
767,512,Banovo Brdo,Zimski-Subota,0:37:04.137931
768,512,Banovo Brdo,Zimski-Nedelja,0:37:04.137931
769,532,Oslobođenja 2,Zimski-Radni Dan,0:19:49.090909
770,532,Oslobođenja 2,Zimski-Subota,0:32:21.176471
771,532,Oslobođenja 2,Zimski-Nedelja,0:32:21.176471
772,604,Preka Kaldrma,Zimski-Radni Dan,0:20:05.263158
773,604,Preka Kaldrma,Zimski-Nedelja,0:38:37.241379
774,604,Preka Kaldrma,Zimski-Subota,0:38:37.241379
775,702L,Batajnica /Šangajska/,Zimski-Subota,0:20:10.344828
776,702L,Batajnica /Šangajska/,Zimski-Radni Dan,0:20:10.344828
777,702L,Batajnica /Šangajska/,Zimski-Nedelja,0:20:10.344828
778,703L,Batajnica /Šangajska/,Zimski-Radni Dan,0:20:10.526316
779,703L,Batajnica /Šangajska/,Zimski-Subota,0:20:10.526316
780,703L,Batajnica /Šangajska/,Zimski-Nedelja,0:20:10.526316
781,310,Mali Mokri Lug (Crkva),Zimski-Radni Dan,0:20:11.538462
782,310,Mali Mokri Lug (Crkva),Zimski-Subota,0:29:08.571429
783,310,Mali Mokri Lug (Crkva),Zimski-Nedelja,0:29:08.571429
784,702L,Busije /Crkva/,Zimski-Subota,0:20:15.254237
785,702L,Busije /Crkva/,Zimski-Nedelja,0:20:15.254237
786,702L,Busije /Crkva/,Zimski-Radni Dan,0:20:15.254237
787,703L,Ugrinovci,Zimski-Radni Dan,0:20:31.578947
788,703L,Ugrinovci,Zimski-Nedelja,0:20:31.578947
789,703L,Ugrinovci,Zimski-Subota,0:20:31.578947
790,603,Ugrinovci,Zimski-Radni Dan,0:23:09.795918
791,603,Ugrinovci,Zimski-Subota,0:32:25.714286
792,603,Ugrinovci,Zimski-Nedelja,0:43:39.230769
793,711,Ugrinovci,Zimski-Radni Dan,0:47:49.565217
794,711,Ugrinovci,Zimski-Nedelja,0:47:49.565217
795,711,Ugrinovci,Zimski-Subota,0:47:49.565217
796,44,Žel. St. Dunav -Okretnica,Zimski-Radni Dan,0:21:13.469388
797,44,Žel. St. Dunav -Okretnica,Zimski-Subota,0:27:22.105263
798,44,Žel. St. Dunav -Okretnica,Zimski-Nedelja,0:27:22.105263
799,402,Beli Potok,Zimski-Radni Dan,0:21:18.260870
800,402,Beli Potok,Zimski-Subota,0:30:09.090909
801,402,Beli Potok,Zimski-Nedelja,0:30:09.090909
802,108,Reva /Duboka Bara/,Zimski-Radni Dan,0:21:24.905660
803,108,Reva /Duboka Bara/,Zimski-Subota,0:29:52.105263
804,108,Reva /Duboka Bara/,Zimski-Nedelja,0:29:52.105263
805,304,Ritopek,Zimski-Radni Dan,0:21:24.905660
806,304,Ritopek,Zimski-Nedelja,0:39:38.571429
807,304,Ritopek,Zimski-Subota,0:39:38.571429
808,502,Orlovača Groblje,Zimski-Subota,0:21:25.714286
809,502,Orlovača Groblje,Zimski-Radni Dan,0:21:25.714286
810,502,Orlovača Groblje,Zimski-Nedelja,0:21:25.714286
811,533,Orlovača Groblje,Zimski-Radni Dan,0:29:48.888889
812,533,Orlovača Groblje,Zimski-Subota,0:31:49.090909
813,533,Orlovača Groblje,Zimski-Nedelja,0:31:49.090909
814,108,Omladinski Stadion /Ulaz/,Zimski-Radni Dan,0:21:28.888889
815,202,Omladinski Stadion /Ulaz/,Zimski-Radni Dan,0:25:34.090909
816,202,Omladinski Stadion /Ulaz/,Zimski-Subota,0:29:36.315789
817,202,Omladinski Stadion /Ulaz/,Zimski-Nedelja,0:29:36.315789
818,108,Omladinski Stadion /Ulaz/,Zimski-Nedelja,0:29:44.615385
819,108,Omladinski Stadion /Ulaz/,Zimski-Subota,0:29:44.615385
820,35L,Omladinski Stadion /Ulaz/,Zimski-Radni Dan,1:06:00
821,44,Topčidersko Brdo /Senjak/,Zimski-Radni Dan,0:21:30
822,34,Topčidersko Brdo /Senjak/,Zimski-Radni Dan,0:22:58.571429
823,44,Topčidersko Brdo /Senjak/,Zimski-Subota,0:27:33.846154
824,44,Topčidersko Brdo /Senjak/,Zimski-Nedelja,0:27:33.846154
825,34,Topčidersko Brdo /Senjak/,Zimski-Nedelja,0:33:45
826,34,Topčidersko Brdo /Senjak/,Zimski-Subota,0:33:45
827,605,Progar,Zimski-Radni Dan,0:21:47.547170
828,605,Progar,Zimski-Nedelja,0:33:40.588235
829,605,Progar,Zimski-Subota,0:33:40.588235
830,703L1,Kej Oslobođenja,Zimski-Radni Dan,0:21:53.207547
831,703L1,Kej Oslobođenja,Zimski-Subota,0:33:08.571429
832,703L1,Kej Oslobođenja,Zimski-Nedelja,0:33:08.571429
833,705,Kej Oslobođenja,Zimski-Radni Dan,0:50:00
834,705,Kej Oslobođenja,Zimski-Subota,0:52:22.857143
835,705,Kej Oslobođenja,Zimski-Nedelja,0:52:22.857143
836,706E,Kej Oslobođenja,Zimski-Radni Dan,0:58:12.857143
837,706E,Kej Oslobođenja,Zimski-Nedelja,1:23:00
838,706E,Kej Oslobođenja,Zimski-Subota,1:23:00
839,36,Železnička Stanica Bgd Centar,Zimski-Subota,0:21:57.647059
840,36,Železnička Stanica Bgd Centar,Zimski-Nedelja,0:21:57.647059
841,36,Železnička Stanica Bgd Centar,Zimski-Radni Dan,0:21:57.647059
842,105L,Borča 3,Zimski-Radni Dan,0:22:02.400000
843,105L,Borča 3,Zimski-Nedelja,0:33:54.375000
844,105L,Borča 3,Zimski-Subota,0:33:54.375000
845,401,Pinosava,Zimski-Radni Dan,0:22:03.529412
