,route_short_name,stop_name,average_wait
7641,74,Mirijevo 2,0:10:13.636364
7644,25P,Mirijevo 2,0:15:29.166667
7648,46,Mirijevski Venac,0:07:16.912752
7649,27E,Mirijevski Venac,0:07:49.565217
7654,E6,Mirijevski Venac,0:19:33.913043
7656,46,Milana Rakića,0:07:16.912752
7659,46,Dušana Radovića,0:07:16.912752
7662,46,Franše Deperea,0:07:16.923077
7663,17,Franše Deperea,0:07:52.191781
7664,18,Franše Deperea,0:08:21.702128
7669,55,Franše Deperea,0:11:25.102041
7674,70,Franše Deperea,0:25:19.500000
7678,38L,Franše Deperea,0:29:52.500000
7680,46,Deligradska,0:07:16.923077
7681,17,Deligradska,0:07:51.780822
7682,18,Deligradska,0:08:12.857143
7688,55,Deligradska,0:11:25.102041
7693,70,Deligradska,0:25:19.500000
7695,38L,Deligradska,0:29:52.500000
7698,46,Maksima Gorkog,0:07:17.307692
7700,55,Maksima Gorkog,0:11:25.102041
7704,46,Mihajla Gavrilovića,0:07:17.307692
7706,55,Mihajla Gavrilovića,0:11:25.102041
7710,88,Rupčine,0:07:20.903226
7713,55,Rupčine,0:11:18.181818
7714,58,Rupčine,0:15:20
7719,512,Rupčine,0:26:28.500000
7722,88,Julino Brdo,0:07:20.903226
7725,58,Julino Brdo,0:15:18.260870
7728,512,Julino Brdo,0:26:24
7731,88,Ilije Đuričića,0:07:20.903226
7734,58,Ilije Đuričića,0:15:18.260870
7737,512,Ilije Đuričića,0:26:27
7740,88,Železnički Tunel,0:07:21.290323
7743,55,Železnički Tunel,0:11:18.181818
7744,58,Železnički Tunel,0:15:20
7749,512,Železnički Tunel,0:26:28.500000
7752,88,Bele Vode,0:07:21.290323
7755,58,Bele Vode,0:15:19.130435
7758,512,Bele Vode,0:26:27
7761,56,Obalskih Radnika,0:07:21.783439
7764,55,Obalskih Radnika,0:11:16.969697
7765,89,Obalskih Radnika,0:12:34.588235
7771,87A,Obalskih Radnika,0:38:10.909091
7773,56L,Obalskih Radnika,0:48:27.692308
7774,56,Mz Čukarička Padina,0:07:21.783439
7777,55,Mz Čukarička Padina,0:11:16.969697
7778,89,Mz Čukarička Padina,0:12:34.588235
7783,87A,Mz Čukarička Padina,0:38:10.909091
7786,56L,Mz Čukarička Padina,0:48:27.692308
7787,56,Nemanjina,0:07:22.165605
7788,52,Nemanjina,0:09:43.008850
7789,EKO2,Nemanjina,0:10:11.650485
7792,78,Nemanjina,0:10:35.757576
7793,83,Nemanjina,0:11:21.063830
7794,53,Nemanjina,0:11:22.105263
7805,56L,Nemanjina,0:48:27.692308
7806,56,Drinska,0:07:22.165605
7807,52,Drinska,0:09:49.473684
7810,53,Drinska,0:11:27.500000
7815,56L,Drinska,0:48:27.692308
7816,56,Miloša Pocerca,0:07:22.165605
7817,52,Miloša Pocerca,0:09:48.947368
7820,53,Miloša Pocerca,0:11:27.500000
7825,56L,Miloša Pocerca,0:48:27.692308
7826,56,Svetolika Lazarevića Laze,0:07:22.165605
7829,55,Svetolika Lazarevića Laze,0:11:16.363636
7830,89,Svetolika Lazarevića Laze,0:12:34.588235
7836,87A,Svetolika Lazarevića Laze,0:38:10.909091
7838,56L,Svetolika Lazarevića Laze,0:48:27.692308
7839,46,Đerdapska,0:07:22.547771
7841,55,Đerdapska,0:11:25.102041
7845,56,Kneževac,0:07:22.547771
7848,531,Kneževac,0:19:49.090909
7849,532,Kneževac,0:20:53.454545
7850,533,Kneževac,0:29:48.888889
7857,56,Labudovo Brdo,0:07:22.547771
7858,59,Labudovo Brdo,0:07:27.500000
7862,E2,Labudovo Brdo,0:13:06.086957
7866,502,Labudovo Brdo,0:21:22.040816
7868,46,Škola Vojislav Ilić,0:07:22.547771
7870,55,Škola Vojislav Ilić,0:11:25.102041
7874,56,Jedanaeste Krajiške Divizije,0:07:22.547771
7875,59,Jedanaeste Krajiške Divizije,0:07:27.500000
7879,E2,Jedanaeste Krajiške Divizije,0:13:06.086957
7882,501,Jedanaeste Krajiške Divizije,0:57:00
7885,46,Zvezdara,0:07:22.547771
7888,56,Serdar Janka Vukotića,0:07:22.929936
7889,59,Serdar Janka Vukotića,0:07:27.500000
7893,E2,Serdar Janka Vukotića,0:13:06.086957
7897,502,Serdar Janka Vukotića,0:21:20.816327
7899,46,Selište,0:07:22.929936
7900,27,Selište,0:07:25.063291
7901,27E,Selište,0:07:58.321678
7909,E6,Selište,0:19:33.913043
7910,56,Rasinska,0:07:22.929936
7911,59,Rasinska,0:07:27.083333
7915,E2,Rasinska,0:13:06.086957
7919,501,Rasinska,0:57:00
7921,56,Petlovo Brdo,0:07:22.929936
7922,59,Petlovo Brdo,0:07:27.083333
7926,E2,Petlovo Brdo,0:13:06.086957
7927,42,Petlovo Brdo,0:13:14.285714
7932,501,Petlovo Brdo,0:57:00
7935,46,Mirijevski Venac,0:07:22.929936
7936,27E,Mirijevski Venac,0:07:58.321678
7942,E6,Mirijevski Venac,0:19:33.913043
7943,56,Milorada Draškovića,0:07:22.929936
7944,59,Milorada Draškovića,0:07:27.500000
7948,E2,Milorada Draškovića,0:13:06.086957
7953,501,Milorada Draškovića,0:56:56
7954,46,Dušana Radovića,0:07:22.929936
7957,56,Generala Zgonjanina,0:07:22.929936
7958,59,Generala Zgonjanina,0:07:27.500000
7962,E2,Generala Zgonjanina,0:13:06.086957
7966,501,Generala Zgonjanina,0:56:56
7968,46,Mite Ružića,0:07:22.929936
7970,7,Mite Ružića,0:09:26.129032
7973,5,Mite Ružića,0:11:15.306122
7975,79,Mite Ružića,0:12:38.863636
7980,14,Mite Ružića,0:17:30
7983,6,Mite Ružića,0:23:26.666667
7986,46,Dr Velizara Kosanovića,0:07:22.929936
7988,7,Dr Velizara Kosanovića,0:09:26.129032
7991,5,Dr Velizara Kosanovića,0:11:15.306122
7993,79,Dr Velizara Kosanovića,0:12:38.863636
7998,14,Dr Velizara Kosanovića,0:17:30
8001,6,Dr Velizara Kosanovića,0:23:25.333333
8004,46,Vitezova Karađorđeve Zvezde,0:07:23.312102
8005,27,Vitezova Karađorđeve Zvezde,0:07:25.063291
8006,27E,Vitezova Karađorđeve Zvezde,0:07:57.902098
8013,E6,Vitezova Karađorđeve Zvezde,0:19:33.913043
8015,46,Stojčino Brdo,0:07:23.312102
8016,27,Stojčino Brdo,0:07:24.683544
8017,27E,Stojčino Brdo,0:07:58.321678
8025,E6,Stojčino Brdo,0:19:33.913043
8026,46,Mirijevo 2,0:07:23.312102
8028,74,Mirijevo 2,0:10:09.622642
8030,25P,Mirijevo 2,0:14:49.315068
8035,88,Železnik /Centar/,0:07:23.424658
8038,58,Železnik /Centar/,0:14:34.285714
8043,521,Železnik /Centar/,0:29:10
8044,54,Železnik /Centar/,0:43:57.600000
8047,27,Dalmatinska,0:07:23.694268
8048,65,Dalmatinska,0:08:27.794118
8050,74,Dalmatinska,0:10:07.777778
8051,32,Dalmatinska,0:10:10.619469
8052,25,Dalmatinska,0:10:57.735849
8055,12,Dalmatinska,0:11:48.367347
8061,25P,Dalmatinska,0:15:19.436620
8068,66,Dalmatinska,0:19:33.333333
8071,88,Pijaca,0:07:23.835616
8074,55,Pijaca,0:11:18.181818
8075,58,Pijaca,0:14:34.285714
8080,512,Pijaca,0:26:34.500000
8083,521,Pijaca,0:29:10
8086,54,Pijaca,0:43:57.600000
8089,88,Mz Novi Železnik,0:07:23.835616
8092,58,Mz Novi Železnik,0:14:34.285714
8095,88,Novi Železnik,0:07:23.835616
8098,58,Novi Železnik,0:14:34.285714
8101,88,Železnik /Centar/,0:07:23.846154
8104,58,Železnik /Centar/,0:15:25.217391
8107,521,Železnik /Centar/,0:29:11.052632
8110,54,Železnik /Centar/,0:43:55.384615
8113,88,Železnik /Ulaz/,0:07:23.846154
8116,55,Železnik /Ulaz/,0:11:18.181818
8117,58,Železnik /Ulaz/,0:15:22.608696
8122,512,Železnik /Ulaz/,0:26:33
8125,88,Ranžirna Stanica,0:07:23.846154
8128,55,Ranžirna Stanica,0:11:18.181818
8129,58,Ranžirna Stanica,0:15:21.739130
8134,512,Ranžirna Stanica,0:26:31.500000
8137,88,Savska Terasa,0:07:23.846154
8140,55,Savska Terasa,0:11:18.181818
8141,58,Savska Terasa,0:15:20.869565
8146,512,Savska Terasa,0:26:30
8149,88,Put Za Žtp,0:07:23.846154
8152,55,Put Za Žtp,0:11:18.181818
8153,58,Put Za Žtp,0:15:21.739130
8158,512,Put Za Žtp,0:26:30
8161,46,Beograd Na Vodi,0:07:24
8165,505,Miljakovac 1 – Okretnica,0:07:24.230769
8168,502,Miljakovac 1 – Okretnica,0:21:25.714286
8171,505R,Miljakovac 1 – Okretnica,0:27:30
8173,54,Miljakovac 1 – Okretnica,0:44:02.307692
8176,88,Pijaca,0:07:24.230769
8179,55,Pijaca,0:11:14.226804
8180,58,Pijaca,0:15:24.347826
8185,512,Pijaca,0:26:08.780488
8186,521,Pijaca,0:29:11.052632
8191,54,Pijaca,0:43:55.384615
8194,88,Novi Železnik,0:07:24.230769
8197,58,Novi Železnik,0:15:26.086957
8200,88,Mz Novi Železnik,0:07:24.230769
8203,58,Mz Novi Železnik,0:15:26.086957
8206,88,Braće Mitrović ,0:07:24.230769
8209,58,Braće Mitrović ,0:15:23.478261
8212,88,Železnik (Zlatanovići),0:07:24.230769
8215,58,Železnik (Zlatanovići),0:15:22.608696
8218,56,Zeleni Venac,0:07:24.303797
8221,56L,Zeleni Venac,0:48:27.692308
8222,56,Vaznesenjska Crkva,0:07:24.303797
8225,52,Vaznesenjska Crkva,0:10:10.714286
8226,53,Vaznesenjska Crkva,0:11:43.636364
8231,56L,Vaznesenjska Crkva,0:48:27.692308
8232,27,Mirijevo 3,0:07:24.303797
8234,74,Mirijevo 3,0:10:13.636364
8235,79,Mirijevo 3,0:12:26.823529
8241,20,Mirijevo 3,0:21:37.959184
8244,46,Franše Deperea,0:07:24.400000
8245,17,Franše Deperea,0:07:48.648649
8246,18,Franše Deperea,0:08:24.347826
8251,55,Franše Deperea,0:11:03.673469
8257,70,Franše Deperea,0:25:20
8260,38L,Franše Deperea,0:29:46.875000
8262,46,Mihajla Gavrilovića,0:07:24.400000
8264,55,Mihajla Gavrilovića,0:11:03.673469
8268,46,Đerdapska,0:07:24.400000
8270,55,Đerdapska,0:11:03.673469
8274,46,Palata Pravde 1,0:07:24.400000
8276,3A,Palata Pravde 1,0:10:15.789474
8280,46,Deligradska,0:07:24.400000
8281,17,Deligradska,0:07:49.054054
8282,18,Deligradska,0:08:23.913043
8287,55,Deligradska,0:11:04.285714
8293,70,Deligradska,0:25:20
8296,38L,Deligradska,0:29:46.875000
8298,27,Semjuela Beketa,0:07:24.683544
8300,74,Semjuela Beketa,0:10:13.636364
8301,79,Semjuela Beketa,0:12:26.823529
8307,20,Semjuela Beketa,0:21:37.959184
8310,27,Matice Srpske,0:07:24.683544
8313,27,Mihaila Bulgakova,0:07:24.683544
8316,46,Zvezdara,0:07:24.800000
8318,55,Zvezdara,0:11:03.061224
8322,46,Mite Ružića,0:07:24.800000
8325,79,Mite Ružića,0:12:26.823529
8328,20,Mite Ružića,0:22:39.183673
8331,46,Dr Velizara Kosanovića,0:07:24.800000
8333,7,Dr Velizara Kosanovića,0:08:59.523810
8337,5,Dr Velizara Kosanovića,0:11:26.526316
8338,79,Dr Velizara Kosanovića,0:12:26.823529
8343,14,Dr Velizara Kosanovića,0:17:30
8348,6,Dr Velizara Kosanovića,0:24:04.090909
8349,46,Škola Vojislav Ilić,0:07:24.800000
8351,55,Škola Vojislav Ilić,0:11:03.061224
8355,56,Mz Čukarička Padina,0:07:25.063291
8358,55,Mz Čukarička Padina,0:11:23.265306
8359,89,Mz Čukarička Padina,0:12:36.976744
8366,87,Mz Čukarička Padina,0:33:37.241379
8367,27,Ladne Vode,0:07:25.063291
8368,27E,Ladne Vode,0:07:57.902098
8373,E6,Ladne Vode,0:19:33.913043
8375,56,Obalskih Radnika,0:07:25.063291
8378,55,Obalskih Radnika,0:11:23.877551
8379,89,Obalskih Radnika,0:12:36.976744
8386,87,Obalskih Radnika,0:33:45.517241
8387,56L,Obalskih Radnika,0:48:27.692308
8388,56,Petlja Radnička,0:07:25.063291
8391,E2,Petlja Radnička,0:13:06.086957
8393,56,Svetolika Lazarevića Laze,0:07:25.443038
8396,55,Svetolika Lazarevića Laze,0:11:23.265306
8397,89,Svetolika Lazarevića Laze,0:12:36.976744
8404,87,Svetolika Lazarevića Laze,0:33:45.517241
8405,56L,Svetolika Lazarevića Laze,0:48:27.692308
8406,56,Vodovodska,0:07:25.443038
8409,89,Vodovodska,0:12:36.976744
8414,87,Vodovodska,0:33:39.310345
8415,56,Valjevska,0:07:25.443038
8418,89,Valjevska,0:12:36.976744
8423,87,Valjevska,0:33:39.310345
8424,56,Braće Vučković,0:07:25.443038
8427,51,Braće Vučković,0:11:13.750000
8430,531,Braće Vučković,0:19:49.090909
8431,532,Braće Vučković,0:20:54.545455
8432,533,Braće Vučković,0:29:48.888889
8439,27,Bosutska,0:07:25.822785
8440,27E,Bosutska,0:07:54.929577
8445,E6,Bosutska,0:19:33.913043
8447,27,Nikole Doksata,0:07:25.822785
8448,27E,Nikole Doksata,0:07:54.929577
8453,E6,Nikole Doksata,0:19:33.913043
8455,27,Ćalije,0:07:25.822785
8456,27E,Ćalije,0:07:54.929577
8461,E6,Ćalije,0:19:33.913043
8463,27,Astronomska,0:07:25.822785
8464,27E,Astronomska,0:07:54.929577
8469,E6,Astronomska,0:19:33.913043
8471,56,Jablanička,0:07:25.822785
8474,531,Jablanička,0:19:49.090909
8475,532,Jablanička,0:20:53.454545
8476,533,Jablanička,0:29:48.888889
8483,56,Žarkovo,0:07:25.822785
8486,51,Žarkovo,0:11:13.750000
8489,531,Žarkovo,0:19:49.090909
8490,532,Žarkovo,0:20:54.545455
8491,533,Žarkovo,0:29:48.888889
8498,27,Sime Trojanovića,0:07:25.822785
8499,27E,Sime Trojanovića,0:07:54.929577
8505,E6,Sime Trojanovića,0:19:33.913043
8506,88,Ilije Đuričića,0:07:26.122449
8509,58,Ilije Đuričića,0:14:37.714286
8511,512,Ilije Đuričića,0:26:11.707317
8515,88,Julino Brdo,0:07:26.122449
8518,58,Julino Brdo,0:14:37.714286
8520,512,Julino Brdo,0:26:13.170732
8524,27,Oštreljska,0:07:26.202532
8525,27E,Oštreljska,0:07:54.507042
8530,56,Petlovo Brdo,0:07:26.202532
8531,59,Petlovo Brdo,0:07:30
8535,42,Petlovo Brdo,0:12:49.411765
8536,E2,Petlovo Brdo,0:13:06.956522
8542,501,Petlovo Brdo,0:57:00
8544,56,Jedanaeste Krajiške Divizije,0:07:26.202532
8545,59,Jedanaeste Krajiške Divizije,0:07:29.583333
8549,E2,Jedanaeste Krajiške Divizije,0:13:06.956522
8554,501,Jedanaeste Krajiške Divizije,0:57:00
8555,56,Rasinska,0:07:26.202532
8556,59,Rasinska,0:07:30
8560,E2,Rasinska,0:13:06.956522
8564,501,Rasinska,0:57:00
8566,56,Labudovo Brdo,0:07:26.202532
8567,59,Labudovo Brdo,0:07:29.583333
8571,E2,Labudovo Brdo,0:13:06.956522
8576,502,Labudovo Brdo,0:21:24.489796
8577,56,Milorada Draškovića,0:07:26.202532
8578,59,Milorada Draškovića,0:07:29.583333
8582,E2,Milorada Draškovića,0:13:06.956522
8586,501,Milorada Draškovića,0:57:00
8588,56,Serdar Janka Vukotića,0:07:26.202532
8589,59,Serdar Janka Vukotića,0:07:29.583333
8593,E2,Serdar Janka Vukotića,0:13:06.956522
8597,502,Serdar Janka Vukotića,0:21:24.489796
8599,27,Triglavska,0:07:26.202532
8600,27E,Triglavska,0:07:54.929577
8605,E6,Triglavska,0:19:33.913043
8607,56,Generala Zgonjanina,0:07:26.202532
8608,59,Generala Zgonjanina,0:07:30
8612,E2,Generala Zgonjanina,0:13:06.956522
8617,501,Generala Zgonjanina,0:57:00
8618,56,Kneževac,0:07:26.202532
8621,531,Kneževac,0:19:09.473684
8622,532,Kneževac,0:19:42.545455
8623,533,Kneževac,0:29:42.222222
8630,59,Trg Oslobođenja,0:07:26.250000
8631,78,Trg Oslobođenja,0:10:36.363636
8633,42,Trg Oslobođenja,0:12:58.588235
8639,59,Stadion Rajko Mitić,0:07:26.250000
8640,78,Stadion Rajko Mitić,0:10:35.757576
8642,42,Stadion Rajko Mitić,0:12:58.588235
8648,59,Šekspirova,0:07:26.250000
8649,78,Šekspirova,0:10:35.757576
8651,42,Šekspirova,0:12:57.882353
8657,88,Železnik (Zlatanovići),0:07:26.530612
8660,58,Železnik (Zlatanovići),0:14:36
8663,88,Bele Vode,0:07:26.530612
8666,58,Bele Vode,0:14:37.714286
8668,512,Bele Vode,0:26:11.707317
8672,88,Savska Terasa,0:07:26.530612
8675,55,Savska Terasa,0:11:14.845361
8676,58,Savska Terasa,0:14:36
8680,512,Savska Terasa,0:26:10.243902
8684,88,Železnički Tunel,0:07:26.530612
8687,55,Železnički Tunel,0:11:14.845361
8688,58,Železnički Tunel,0:14:36.857143
8692,512,Železnički Tunel,0:26:11.707317
8696,88,Ranžirna Stanica,0:07:26.530612
8699,55,Ranžirna Stanica,0:11:14.226804
8700,58,Ranžirna Stanica,0:14:36
8704,512,Ranžirna Stanica,0:26:11.707317
8708,88,Put Za Žtp,0:07:26.530612
8711,55,Put Za Žtp,0:11:14.226804
8712,58,Put Za Žtp,0:14:36
8716,512,Put Za Žtp,0:26:10.243902
8720,88,Železnik /Ulaz/,0:07:26.530612
8723,55,Železnik /Ulaz/,0:11:14.226804
8724,58,Železnik /Ulaz/,0:14:36
8728,512,Železnik /Ulaz/,0:26:10.243902
8732,88,Rupčine,0:07:26.530612
8735,55,Rupčine,0:11:14.845361
8736,58,Rupčine,0:14:36.857143
8740,512,Rupčine,0:26:11.707317
8744,56,Vodovodska,0:07:26.582278
8747,89,Vodovodska,0:12:34.588235
8752,87A,Vodovodska,0:38:10.909091
8753,27,Marijane Gregoran,0:07:26.582278
8754,27E,Marijane Gregoran,0:07:54.929577
8759,E6,Marijane Gregoran,0:19:33.913043
8761,56,Braće Vučković,0:07:26.582278
8764,51,Braće Vučković,0:11:19.411765
8767,531,Braće Vučković,0:19:08.421053
8768,532,Braće Vučković,0:19:41.454545
8769,533,Braće Vučković,0:29:40
8776,27,Generala Aračića,0:07:26.582278
8777,27E,Generala Aračića,0:07:54.929577
8783,E6,Generala Aračića,0:19:33.913043
8784,56,Valjevska,0:07:26.582278
8787,89,Valjevska,0:12:34.588235
8790,87A,Valjevska,0:38:10.909091
8793,56,Jablanička,0:07:26.582278
8796,51,Jablanička,0:11:19.411765
8799,531,Jablanička,0:19:08.421053
8800,532,Jablanička,0:19:41.454545
8801,533,Jablanička,0:29:40
8808,49,Naselje Stepa Stepanović,0:07:26.808511
8811,88,Braće Mitrović ,0:07:26.938776
8814,58,Braće Mitrović ,0:14:35.142857
8817,88,Ivo Lola Ribar,0:07:26.938776
8820,58,Ivo Lola Ribar,0:14:35.142857
8823,54,Ivo Lola Ribar,0:43:57.600000
8826,27,Omladinski Stadion,0:07:26.962025
8828,32,Omladinski Stadion,0:10:11.150442
8829,25,Omladinski Stadion,0:11:05.046729
8831,12,Omladinski Stadion,0:11:47.142857
8835,25P,Omladinski Stadion,0:15:19.436620
8841,66,Omladinski Stadion,0:19:33.333333
8844,27,Novo Groblje,0:07:26.962025
8846,32,Novo Groblje,0:10:11.150442
8847,25,Novo Groblje,0:10:57.735849
8849,12,Novo Groblje,0:11:47.142857
8853,25P,Novo Groblje,0:15:19.436620
8858,66,Novo Groblje,0:19:33.333333
8862,27,Vatrogasna Komanda,0:07:26.962025
8864,32,Vatrogasna Komanda,0:10:11.150442
8865,25,Vatrogasna Komanda,0:11:05.046729
8867,12,Vatrogasna Komanda,0:11:47.142857
8871,25P,Vatrogasna Komanda,0:15:19.436620
8877,66,Vatrogasna Komanda,0:19:33.333333
8880,59,Narodnog Heroja Milana Tepića,0:07:29.583333
8881,78,Narodnog Heroja Milana Tepića,0:10:54
8883,42,Narodnog Heroja Milana Tepića,0:13:13.255814
8889,59,Stadion Rajko Mitić,0:07:29.583333
8890,78,Stadion Rajko Mitić,0:10:54
8892,42,Stadion Rajko Mitić,0:13:12.558140
8898,59,Trg Oslobođenja,0:07:29.583333
8899,78,Trg Oslobođenja,0:10:54
8901,42,Trg Oslobođenja,0:13:12.558140
8907,33,Vitanovačka,0:07:31.788079
8908,9,Vitanovačka,0:08:53.906250
8912,E9,Vitanovačka,0:11:50.270270
8914,10,Vitanovačka,0:14:14.805195
8917,14,Vitanovačka,0:17:30
8920,33,Kralja Vladimira,0:07:31.788079
8921,9,Kralja Vladimira,0:08:53.906250
8925,E9,Kralja Vladimira,0:11:50.270270
8927,10,Kralja Vladimira,0:14:14.805195
8930,14,Kralja Vladimira,0:17:30
8933,33,Bože Jankovića,0:07:31.788079
8934,9,Bože Jankovića,0:08:53.906250
8938,E9,Bože Jankovića,0:11:50.270270
8940,10,Bože Jankovića,0:14:14.025974
8943,14,Bože Jankovića,0:17:30
8946,33,Trg Oslobođenja,0:07:31.788079
8947,9,Trg Oslobođenja,0:08:53.906250
8951,E9,Trg Oslobođenja,0:11:50.270270
8953,10,Trg Oslobođenja,0:14:14.025974
8956,14,Trg Oslobođenja,0:17:30
8959,88,22. Oktobra,0:07:32.027027
8960,17,22. Oktobra,0:07:52.751678
8966,83,22. Oktobra,0:11:52.978723
8967,73,22. Oktobra,0:11:57.419355
8971,88,Džona Kenedija,0:07:32.027027
8972,17,Džona Kenedija,0:07:52.751678
8978,83,Džona Kenedija,0:11:52.978723
8979,73,Džona Kenedija,0:11:58.064516
8982,85,Džona Kenedija,0:16:53.636364
8983,81,Džona Kenedija,0:17:42.711864
8984,81L,Džona Kenedija,0:18:30.508475
8992,33,Voždovac,0:07:32.185430
8994,E9,Voždovac,0:11:50.270270
8996,409,Voždovac,0:33:42.222222
9001,406L,Voždovac,0:34:11.612903
9002,33,Nikšićka,0:07:32.185430
9003,9,Nikšićka,0:08:53.906250
9007,E9,Nikšićka,0:11:50.270270
9009,10,Nikšićka,0:14:14.805195
9012,14,Nikšićka,0:17:30
9015,33,Saobraćajni Fakultet,0:07:32.185430
9016,9,Saobraćajni Fakultet,0:08:54.375000
9020,E9,Saobraćajni Fakultet,0:11:50.270270
9022,10,Saobraćajni Fakultet,0:14:16.363636
9025,14,Saobraćajni Fakultet,0:17:30
9028,33,Visoka Škola Elektrotehnike,0:07:32.185430
9029,9,Visoka Škola Elektrotehnike,0:08:53.906250
9033,E9,Visoka Škola Elektrotehnike,0:11:50.270270
9035,10,Visoka Škola Elektrotehnike,0:14:16.363636
9038,14,Visoka Škola Elektrotehnike,0:17:30
9041,88,Bulevar Zorana Đinđića,0:07:32.432432
9042,18,Bulevar Zorana Đinđića,0:08:24.347826
9047,73,Bulevar Zorana Đinđića,0:11:57.419355
9049,611,Bulevar Zorana Đinđića,0:16:05.753425
9050,85,Bulevar Zorana Đinđića,0:16:52.727273
9051,610,Bulevar Zorana Đinđića,0:17:27.761194
9055,708,Bulevar Zorana Đinđića,0:23:46.956522
9058,68,Bulevar Zorana Đinđića,0:25:26.153846
9066,711,Bulevar Zorana Đinđića,0:47:55
9068,76,Bulevar Zorana Đinđića,0:48:03.333333
9072,607,Bulevar Zorana Đinđića,1:31:52.500000
9074,88,Go Novi Beograd,0:07:32.432432
9075,17,Go Novi Beograd,0:07:52.348993
9076,18,Go Novi Beograd,0:08:24.347826
9083,73,Go Novi Beograd,0:11:57.419355
9085,611,Go Novi Beograd,0:16:05.753425
9086,85,Go Novi Beograd,0:16:52.727273
9087,610,Go Novi Beograd,0:17:27.761194
9091,708,Go Novi Beograd,0:23:46.956522
9098,612,Go Novi Beograd,0:47:30
9101,711,Go Novi Beograd,0:47:55
9103,76,Go Novi Beograd,0:48:03.333333
9107,607,Go Novi Beograd,1:31:52.500000
9110,33,Kumodraž 2,0:07:32.582781
9112,E9,Kumodraž 2,0:11:50.270270
9116,409,Kumodraž 2,0:33:42.222222
9117,406L,Kumodraž 2,0:34:09.677419
9120,33,Milića Marinovića,0:07:32.582781
9122,E9,Milića Marinovića,0:11:50.270270
9125,409,Milića Marinovića,0:33:42.222222
9127,406L,Milića Marinovića,0:34:09.677419
9130,33,Kalemarska,0:07:32.582781
9132,E9,Kalemarska,0:11:50.270270
9134,25P,Kalemarska,0:15:04.800000
9137,409,Kalemarska,0:33:42.222222
9141,406L,Kalemarska,0:34:09.677419
9143,33,Mz Kumodraž,0:07:32.582781
9145,E9,Mz Kumodraž,0:11:50.270270
9147,25P,Mz Kumodraž,0:15:04
9151,406L,Mz Kumodraž,0:34:07.741935
9153,33,Oktobarska,0:07:32.582781
9155,E9,Oktobarska,0:11:50.270270
9157,25P,Oktobarska,0:15:04.800000
9161,409,Oktobarska,0:33:42.222222
9163,406L,Oktobarska,0:34:07.741935
9166,33,Beranska,0:07:32.582781
9168,E9,Beranska,0:11:50.270270
9170,409,Beranska,0:33:42.222222
9175,406L,Beranska,0:34:09.677419
9176,33,Institut Torlak,0:07:32.582781
9178,39,Institut Torlak,0:10:11.320755
9179,E9,Institut Torlak,0:11:50.270270
9182,25P,Institut Torlak,0:15:04.800000
9187,409,Institut Torlak,0:33:42.222222
9190,406L,Institut Torlak,0:34:07.741935
9192,88,Beogradska Arena /Španskih Boraca/,0:07:32.837838
9193,18,Beogradska Arena /Španskih Boraca/,0:08:24.347826
9196,601,Beogradska Arena /Španskih Boraca/,0:10:06
9201,88,Sava Centar,0:07:32.837838
9202,17,Sava Centar,0:07:51.946309
9203,18,Sava Centar,0:08:24.347826
9208,601,Sava Centar,0:10:05.454545
9209,74,Sava Centar,0:10:16.111111
9216,70,Sava Centar,0:25:18.571429
9219,88,Beogradska Arena /Antifašističke Borbe/,0:07:32.837838
9220,18,Beogradska Arena /Antifašističke Borbe/,0:08:23.913043
9223,601,Beogradska Arena /Antifašističke Borbe/,0:10:06
9224,74,Beogradska Arena /Antifašističke Borbe/,0:10:16.111111
9233,70,Beogradska Arena /Antifašističke Borbe/,0:25:18.571429
9234,88,Omladinskih Brigada,0:07:32.837838
9235,18,Omladinskih Brigada,0:08:24.347826
9238,601,Omladinskih Brigada,0:10:06
9243,33,Zemljoradnička,0:07:32.980132
9245,E9,Zemljoradnička,0:11:50.270270
9247,25P,Zemljoradnička,0:15:04
9250,33,Kumodraž,0:07:32.980132
9252,E9,Kumodraž,0:11:50.270270
9254,312,Kumodraž,0:29:00
9257,33,Kovačka,0:07:32.980132
9259,E9,Kovačka,0:11:50.270270
9261,25P,Kovačka,0:15:04
9264,33,Kumodraž 1,0:07:32.980132
