,route_short_name,stop_name,service_id,average_wait
0,26,Dorćol /Dunavska/,Zimski-Radni Dan,0:02:35.454545
1,26,Dorćol /Dunavska/,Zimski-Subota,0:03:48
2,26,Dorćol /Dunavska/,Zimski-Nedelja,0:04:25.116279
3,309,Kaluđerica,Zimski-Radni Dan,0:03:06.046512
4,309,Kaluđerica,Zimski-Nedelja,0:04:32.519084
5,309,Kaluđerica,Zimski-Subota,0:04:32.519084
6,16,Karaburma 2,Zimski-Radni Dan,0:03:12.291105
7,16,Karaburma 2,Zimski-Nedelja,0:05:44.057971
8,16,Karaburma 2,Zimski-Subota,0:05:44.057971
9,50,Banovo Brdo,Zimski-Radni Dan,0:03:15.953757
10,50,Banovo Brdo,Zimski-Subota,0:04:15.849057
11,50,Banovo Brdo,Zimski-Nedelja,0:05:30.731707
12,49,Banovo Brdo,Zimski-Radni Dan,0:07:18.297872
13,85,Banovo Brdo,Zimski-Radni Dan,0:08:37.272727
14,49,Banovo Brdo,Zimski-Subota,0:09:31.698113
15,49,Banovo Brdo,Zimski-Nedelja,0:09:31.698113
16,57,Banovo Brdo,Zimski-Radni Dan,0:10:08.823529
17,85,Banovo Brdo,Zimski-Subota,0:10:11.351351
18,85,Banovo Brdo,Zimski-Nedelja,0:11:07.346939
19,57,Banovo Brdo,Zimski-Nedelja,0:19:54.230769
20,57,Banovo Brdo,Zimski-Subota,0:19:54.230769
21,48,Miljakovac 3,Zimski-Radni Dan,0:03:29.627329
22,48,Miljakovac 3,Zimski-Subota,0:05:04.553571
23,48,Miljakovac 3,Zimski-Nedelja,0:05:42.944162
24,37,Kneževac,Zimski-Radni Dan,0:03:35.740741
25,3A,Kneževac,Zimski-Radni Dan,0:05:11.266376
26,37,Kneževac,Zimski-Subota,0:05:27.272727
27,3A,Kneževac,Zimski-Subota,0:06:10.680628
28,3A,Kneževac,Zimski-Nedelja,0:06:10.680628
29,37,Kneževac,Zimski-Nedelja,0:07:11.698113
30,507,Kneževac,Zimski-Radni Dan,0:17:39.677419
31,507,Kneževac,Zimski-Nedelja,0:17:39.677419
32,507,Kneževac,Zimski-Subota,0:17:39.677419
33,23,Karaburma 2,Zimski-Radni Dan,0:03:41.052632
34,23,Karaburma 2,Zimski-Subota,0:04:56.750000
35,23,Karaburma 2,Zimski-Nedelja,0:04:56.750000
36,27,Trg Republike,Zimski-Radni Dan,0:03:42.803738
37,27,Trg Republike,Zimski-Subota,0:05:00.510638
38,27,Trg Republike,Zimski-Nedelja,0:06:21.081081
39,88,Karađorđev Trg,Zimski-Radni Dan,0:03:46.600000
40,88,Karađorđev Trg,Zimski-Subota,0:05:00.265487
41,88,Karađorđev Trg,Zimski-Nedelja,0:05:00.265487
42,15,Karađorđev Trg,Zimski-Radni Dan,0:07:42.162162
43,15,Karađorđev Trg,Zimski-Subota,0:07:52.191781
44,84,Karađorđev Trg,Zimski-Radni Dan,0:08:02.097902
45,15,Karađorđev Trg,Zimski-Nedelja,0:09:09.600000
46,84,Karađorđev Trg,Zimski-Subota,0:09:59.478261
47,704,Karađorđev Trg,Zimski-Radni Dan,0:12:30.681818
48,84,Karađorđev Trg,Zimski-Nedelja,0:12:35.604396
49,707,Karađorđev Trg,Zimski-Radni Dan,0:15:40.563380
50,704,Karađorđev Trg,Zimski-Subota,0:16:25.970149
51,704,Karađorđev Trg,Zimski-Nedelja,0:18:04.918033
52,707,Karađorđev Trg,Zimski-Subota,0:19:35.789474
53,707,Karađorđev Trg,Zimski-Nedelja,0:19:35.789474
54,46,Mirijevo,Zimski-Radni Dan,0:03:47.450980
55,46,Mirijevo,Zimski-Subota,0:04:21.509434
56,46,Mirijevo,Zimski-Nedelja,0:05:53.571429
57,27E,Novi Beograd (Blok 20),Zimski-Radni Dan,0:03:59.136691
58,27E,Novi Beograd (Blok 20),Zimski-Subota,0:04:48.995633
59,27E,Novi Beograd (Blok 20),Zimski-Nedelja,0:05:19.024390
60,84,Nova Galenika,Zimski-Radni Dan,0:04:02.482759
61,84,Nova Galenika,Zimski-Subota,0:05:10.619469
62,84,Nova Galenika,Zimski-Nedelja,0:06:27.333333
63,612,Nova Galenika,Zimski-Radni Dan,0:23:45
64,612,Nova Galenika,Zimski-Subota,0:23:45
65,612,Nova Galenika,Zimski-Nedelja,0:46:00
66,15,Zemun /Novi Grad/,Zimski-Radni Dan,0:04:02.857143
67,15,Zemun /Novi Grad/,Zimski-Subota,0:04:05.136986
68,45,Zemun /Novi Grad/,Zimski-Radni Dan,0:04:08.719723
69,15,Zemun /Novi Grad/,Zimski-Nedelja,0:04:45.600000
70,45,Zemun /Novi Grad/,Zimski-Subota,0:05:00
71,45,Zemun /Novi Grad/,Zimski-Nedelja,0:05:35.211268
72,78,Zemun /Novi Grad/,Zimski-Radni Dan,0:05:46.969697
73,78,Zemun /Novi Grad/,Zimski-Subota,0:09:00
74,78,Zemun /Novi Grad/,Zimski-Nedelja,0:09:38.571429
75,17,Zemun /Gornji Grad/,Zimski-Radni Dan,0:04:04.505119
76,17,Zemun /Gornji Grad/,Zimski-Subota,0:04:37.734375
77,17,Zemun /Gornji Grad/,Zimski-Nedelja,0:04:40.866142
78,43,Trg Republike,Zimski-Subota,0:04:12.919708
79,43,Trg Republike,Zimski-Radni Dan,0:04:14.779412
80,43,Trg Republike,Zimski-Nedelja,0:05:31.578947
81,43,Kotež,Zimski-Subota,0:04:22.637363
82,43,Kotež,Zimski-Radni Dan,0:04:24.575646
83,43,Kotež,Zimski-Nedelja,0:05:44.711538
84,22L,Trg Republike,Zimski-Radni Dan,0:04:22.781955
85,22L,Trg Republike,Zimski-Nedelja,0:05:36.057692
86,22L,Trg Republike,Zimski-Subota,0:05:36.057692
87,31,Trg Republike,Zimski-Radni Dan,0:05:46.039604
88,41,Trg Republike,Zimski-Radni Dan,0:06:24.827586
89,41,Trg Republike,Zimski-Nedelja,0:06:37.633136
90,41,Trg Republike,Zimski-Subota,0:06:37.633136
91,31,Trg Republike,Zimski-Subota,0:07:39.868421
92,31,Trg Republike,Zimski-Nedelja,0:09:23.709677
93,28,Trg Republike,Zimski-Radni Dan,0:09:43.304348
94,EKO2,Trg Republike,Zimski-Radni Dan,0:10:11.067961
95,28,Trg Republike,Zimski-Subota,0:10:21.111111
96,28,Trg Republike,Zimski-Nedelja,0:10:21.111111
97,E9,Trg Republike,Zimski-Radni Dan,0:11:50.270270
98,EKO2,Trg Republike,Zimski-Nedelja,0:13:19.230769
99,EKO2,Trg Republike,Zimski-Subota,0:13:19.230769
100,22L,Terazije,Zimski-Radni Dan,0:04:22.781955
101,26,Terazije,Zimski-Radni Dan,0:05:07.837838
102,22L,Terazije,Zimski-Subota,0:05:36.057692
103,22L,Terazije,Zimski-Nedelja,0:05:36.057692
104,31,Terazije,Zimski-Radni Dan,0:05:46.039604
105,27,Terazije,Zimski-Radni Dan,0:07:24.076433
106,26,Terazije,Zimski-Subota,0:07:26.666667
107,31,Terazije,Zimski-Subota,0:07:39.868421
108,26,Terazije,Zimski-Nedelja,0:08:45.692308
109,31,Terazije,Zimski-Nedelja,0:09:23.709677
110,27,Terazije,Zimski-Subota,0:09:58.434783
111,EKO2,Terazije,Zimski-Radni Dan,0:10:11.067961
112,E9,Terazije,Zimski-Radni Dan,0:11:50.270270
113,27,Terazije,Zimski-Nedelja,0:12:34.945055
114,E2,Terazije,Zimski-Radni Dan,0:13:06.956522
115,EKO2,Terazije,Zimski-Nedelja,0:13:18.461538
116,EKO2,Terazije,Zimski-Subota,0:13:18.461538
117,E2,Terazije,Zimski-Subota,0:17:32.400000
118,22L,Studentski Trg,Zimski-Radni Dan,0:04:22.781955
119,22L,Studentski Trg,Zimski-Nedelja,0:05:36.057692
120,22L,Studentski Trg,Zimski-Subota,0:05:36.057692
121,41,Studentski Trg,Zimski-Radni Dan,0:06:24.482759
122,41,Studentski Trg,Zimski-Subota,0:06:37.633136
123,41,Studentski Trg,Zimski-Nedelja,0:06:37.633136
124,28,Studentski Trg,Zimski-Radni Dan,0:09:43.304348
125,28,Studentski Trg,Zimski-Subota,0:10:21.111111
126,28,Studentski Trg,Zimski-Nedelja,0:10:21.111111
127,E9,Studentski Trg,Zimski-Radni Dan,0:11:50.270270
128,22L,Trg Slavija,Zimski-Radni Dan,0:04:23.007519
129,22L,Trg Slavija,Zimski-Subota,0:05:36.346154
130,22L,Trg Slavija,Zimski-Nedelja,0:05:36.346154
131,31,Trg Slavija,Zimski-Radni Dan,0:05:46.733668
132,31,Trg Slavija,Zimski-Subota,0:07:36.953642
133,31,Trg Slavija,Zimski-Nedelja,0:09:16.935484
134,EKO2,Trg Slavija,Zimski-Radni Dan,0:10:11.650485
135,EKO2,Trg Slavija,Zimski-Nedelja,0:13:19.746835
136,EKO2,Trg Slavija,Zimski-Subota,0:13:19.746835
137,22L,Rk Beograđanka,Zimski-Radni Dan,0:04:23.007519
138,22L,Rk Beograđanka,Zimski-Nedelja,0:05:36.346154
139,22L,Rk Beograđanka,Zimski-Subota,0:05:36.346154
140,31,Rk Beograđanka,Zimski-Radni Dan,0:05:46.039604
141,31,Rk Beograđanka,Zimski-Subota,0:07:39.868421
142,31,Rk Beograđanka,Zimski-Nedelja,0:09:23.709677
143,EKO2,Rk Beograđanka,Zimski-Radni Dan,0:10:11.067961
144,E9,Rk Beograđanka,Zimski-Radni Dan,0:11:50.270270
145,EKO2,Rk Beograđanka,Zimski-Subota,0:13:19.746835
146,EKO2,Rk Beograđanka,Zimski-Nedelja,0:13:19.746835
147,22L,Trg Slavija,Zimski-Radni Dan,0:04:23.007519
148,22L,Trg Slavija,Zimski-Subota,0:05:36.346154
149,22L,Trg Slavija,Zimski-Nedelja,0:05:36.346154
150,31,Trg Slavija,Zimski-Radni Dan,0:05:46.039604
151,31,Trg Slavija,Zimski-Subota,0:07:39.868421
152,31,Trg Slavija,Zimski-Nedelja,0:09:23.709677
153,EKO2,Trg Slavija,Zimski-Radni Dan,0:10:11.650485
154,E9,Trg Slavija,Zimski-Radni Dan,0:11:50.270270
155,EKO2,Trg Slavija,Zimski-Nedelja,0:13:19.746835
156,EKO2,Trg Slavija,Zimski-Subota,0:13:19.746835
157,22L,Studentski Trg,Zimski-Radni Dan,0:04:25.168539
158,22L,Studentski Trg,Zimski-Subota,0:05:38.755981
159,22L,Studentski Trg,Zimski-Nedelja,0:05:38.755981
160,31,Studentski Trg,Zimski-Radni Dan,0:05:46.733668
161,31,Studentski Trg,Zimski-Subota,0:07:36.953642
162,31,Studentski Trg,Zimski-Nedelja,0:09:16.451613
163,EKO2,Studentski Trg,Zimski-Radni Dan,0:10:14.423077
164,E9,Studentski Trg,Zimski-Radni Dan,0:11:48.648649
165,EKO2,Studentski Trg,Zimski-Nedelja,0:13:20.250000
166,EKO2,Studentski Trg,Zimski-Subota,0:13:20.250000
167,22L,Trg Republike,Zimski-Radni Dan,0:04:25.393258
168,22L,Trg Republike,Zimski-Subota,0:05:39.043062
169,22L,Trg Republike,Zimski-Nedelja,0:05:39.043062
170,31,Trg Republike,Zimski-Radni Dan,0:05:46.733668
171,31,Trg Republike,Zimski-Subota,0:07:36.953642
172,31,Trg Republike,Zimski-Nedelja,0:09:16.451613
173,EKO2,Trg Republike,Zimski-Radni Dan,0:10:13.846154
174,E9,Trg Republike,Zimski-Radni Dan,0:11:48.648649
175,EKO2,Trg Republike,Zimski-Nedelja,0:13:19.500000
176,EKO2,Trg Republike,Zimski-Subota,0:13:19.500000
177,22L,Terazije,Zimski-Radni Dan,0:04:25.617978
178,22L,Terazije,Zimski-Nedelja,0:05:39.330144
179,22L,Terazije,Zimski-Subota,0:05:39.330144
180,31,Terazije,Zimski-Radni Dan,0:05:46.733668
181,31,Terazije,Zimski-Subota,0:07:36.953642
182,31,Terazije,Zimski-Nedelja,0:09:16.451613
183,EKO2,Terazije,Zimski-Radni Dan,0:10:14.423077
184,E9,Terazije,Zimski-Radni Dan,0:11:48.648649
185,EKO2,Terazije,Zimski-Nedelja,0:13:18.987342
186,EKO2,Terazije,Zimski-Subota,0:13:18.987342
187,22L,Rk Beograđanka,Zimski-Radni Dan,0:04:26.067416
188,22L,Rk Beograđanka,Zimski-Subota,0:05:39.904306
189,22L,Rk Beograđanka,Zimski-Nedelja,0:05:39.904306
190,31,Rk Beograđanka,Zimski-Radni Dan,0:05:46.733668
191,31,Rk Beograđanka,Zimski-Subota,0:07:36.953642
192,31,Rk Beograđanka,Zimski-Nedelja,0:09:16.935484
193,EKO2,Rk Beograđanka,Zimski-Radni Dan,0:10:11.650485
194,E9,Rk Beograđanka,Zimski-Radni Dan,0:11:48.648649
195,EKO2,Rk Beograđanka,Zimski-Subota,0:13:19.746835
196,EKO2,Rk Beograđanka,Zimski-Nedelja,0:13:19.746835
197,35,Lešće /Groblje/,Zimski-Radni Dan,0:04:27.490040
198,35,Lešće /Groblje/,Zimski-Subota,0:05:12.385321
199,35,Lešće /Groblje/,Zimski-Nedelja,0:06:47.852761
200,35L,Lešće /Groblje/,Zimski-Radni Dan,0:34:51
201,21A,Učiteljsko Naselje,Zimski-Radni Dan,0:04:57.321429
202,21A,Učiteljsko Naselje,Zimski-Nedelja,0:08:32.977099
203,21A,Učiteljsko Naselje,Zimski-Subota,0:08:32.977099
204,32,Vukov Spomenik,Zimski-Radni Dan,0:05:00
205,32,Vukov Spomenik,Zimski-Subota,0:05:52.040816
206,32,Vukov Spomenik,Zimski-Nedelja,0:07:11.250000
207,66,Vukov Spomenik,Zimski-Subota,0:10:10
208,66,Vukov Spomenik,Zimski-Radni Dan,0:10:10
209,66,Vukov Spomenik,Zimski-Nedelja,0:10:10
210,EKO1,Vukov Spomenik,Zimski-Subota,0:24:05.454545
211,EKO1,Vukov Spomenik,Zimski-Nedelja,0:24:05.454545
212,EKO1,Vukov Spomenik,Zimski-Radni Dan,0:24:05.454545
213,39,Birčaninova,Zimski-Radni Dan,0:05:01.395349
214,42,Birčaninova,Zimski-Radni Dan,0:06:38.245614
215,39,Birčaninova,Zimski-Subota,0:06:42.484472
216,59,Birčaninova,Zimski-Radni Dan,0:07:30
217,47,Birčaninova,Zimski-Subota,0:07:50.833333
218,47,Birčaninova,Zimski-Radni Dan,0:08:11.304348
219,39,Birčaninova,Zimski-Nedelja,0:08:18.461538
220,30,Birčaninova,Zimski-Radni Dan,0:08:56.065574
221,47,Birčaninova,Zimski-Nedelja,0:10:58.252427
222,59,Birčaninova,Zimski-Subota,0:11:22.105263
223,30,Birčaninova,Zimski-Subota,0:11:28.421053
224,42,Birčaninova,Zimski-Nedelja,0:12:48.965517
225,42,Birčaninova,Zimski-Subota,0:12:48.965517
226,59,Birčaninova,Zimski-Nedelja,0:14:47.671233
227,30,Birčaninova,Zimski-Nedelja,0:19:27.857143
228,402,Birčaninova,Zimski-Radni Dan,0:21:18.260870
229,401,Birčaninova,Zimski-Radni Dan,0:22:10.188679
230,402,Birčaninova,Zimski-Nedelja,0:30:00
231,402,Birčaninova,Zimski-Subota,0:30:00
232,401,Birčaninova,Zimski-Subota,0:31:53.513514
233,401,Birčaninova,Zimski-Nedelja,0:31:53.513514
234,26,Naselje Braće Jerković,Zimski-Radni Dan,0:05:06.697674
235,26,Naselje Braće Jerković,Zimski-Subota,0:07:37.083333
236,26L,Naselje Braće Jerković,Zimski-Radni Dan,0:08:28.474576
237,26,Naselje Braće Jerković,Zimski-Nedelja,0:08:45.120000
238,26L,Naselje Braće Jerković,Zimski-Nedelja,0:17:04.137931
239,26L,Naselje Braće Jerković,Zimski-Subota,0:17:04.137931
240,26,Jovana Bijelića,Zimski-Radni Dan,0:05:06.756757
241,26,Jovana Bijelića,Zimski-Subota,0:07:25.098039
242,26,Jovana Bijelića,Zimski-Nedelja,0:08:43.846154
243,26,Naselje Braće Jerković,Zimski-Radni Dan,0:05:06.756757
244,26,Naselje Braće Jerković,Zimski-Subota,0:07:25.098039
245,26L,Naselje Braće Jerković,Zimski-Radni Dan,0:08:27.731092
246,26,Naselje Braće Jerković,Zimski-Nedelja,0:08:43.846154
247,26L,Naselje Braće Jerković,Zimski-Nedelja,0:17:03.050847
248,26L,Naselje Braće Jerković,Zimski-Subota,0:17:03.050847
249,26,Dragice Končar 1,Zimski-Radni Dan,0:05:07.027027
250,26,Dragice Končar 1,Zimski-Subota,0:07:25.490196
251,26,Dragice Končar 1,Zimski-Nedelja,0:08:44.307692
252,26,Centralno Groblje,Zimski-Radni Dan,0:05:07.027027
253,26,Centralno Groblje,Zimski-Subota,0:07:25.490196
254,26,Centralno Groblje,Zimski-Nedelja,0:08:44.307692
255,26,Peke Pavlovića,Zimski-Radni Dan,0:05:07.027027
256,26,Peke Pavlovića,Zimski-Subota,0:07:25.490196
257,26,Peke Pavlovića,Zimski-Nedelja,0:08:44.307692
258,30,Peke Pavlovića,Zimski-Radni Dan,0:17:30.967742
259,30,Peke Pavlovića,Zimski-Subota,0:22:37.500000
260,30,Peke Pavlovića,Zimski-Nedelja,0:38:38.571429
261,26,Dragice Končar,Zimski-Radni Dan,0:05:07.027027
262,26,Dragice Končar,Zimski-Subota,0:07:25.490196
263,26,Dragice Končar,Zimski-Nedelja,0:08:44.307692
264,26,Dušanovac /Pošta/,Zimski-Radni Dan,0:05:07.027027
265,26,Dušanovac /Pošta/,Zimski-Subota,0:07:25.490196
266,26,Dušanovac /Pošta/,Zimski-Nedelja,0:08:44.307692
267,25,Dušanovac /Pošta/,Zimski-Radni Dan,0:11:06.285714
268,25,Dušanovac /Pošta/,Zimski-Subota,0:12:56.629213
269,25P,Dušanovac /Pošta/,Zimski-Radni Dan,0:14:56.756757
270,25,Dušanovac /Pošta/,Zimski-Nedelja,0:15:50
271,25P,Dušanovac /Pošta/,Zimski-Subota,0:16:58.095238
272,25P,Dušanovac /Pošta/,Zimski-Nedelja,0:21:22.800000
273,26,Ignjata Joba,Zimski-Radni Dan,0:05:07.027027
274,26,Ignjata Joba,Zimski-Subota,0:07:25.490196
275,26,Ignjata Joba,Zimski-Nedelja,0:08:44.307692
276,26,"Pijaca ""Kalenić""",Zimski-Radni Dan,0:05:07.297297
277,26,"Pijaca ""Kalenić""",Zimski-Subota,0:07:25.882353
278,26,"Pijaca ""Kalenić""",Zimski-Nedelja,0:08:44.769231
279,25,"Pijaca ""Kalenić""",Zimski-Radni Dan,0:11:06.857143
280,83,"Pijaca ""Kalenić""",Zimski-Subota,0:11:38.936170
281,83,"Pijaca ""Kalenić""",Zimski-Radni Dan,0:11:46.451613
282,25,"Pijaca ""Kalenić""",Zimski-Subota,0:12:54.606742
283,83,"Pijaca ""Kalenić""",Zimski-Nedelja,0:14:47.837838
284,25P,"Pijaca ""Kalenić""",Zimski-Radni Dan,0:14:57.567568
285,25,"Pijaca ""Kalenić""",Zimski-Nedelja,0:15:50
286,25P,"Pijaca ""Kalenić""",Zimski-Subota,0:16:58.095238
287,25P,"Pijaca ""Kalenić""",Zimski-Nedelja,0:21:22.800000
288,26,Južni Bulevar,Zimski-Radni Dan,0:05:07.297297
289,26,Južni Bulevar,Zimski-Subota,0:07:25.882353
290,26,Južni Bulevar,Zimski-Nedelja,0:08:44.769231
291,25,Južni Bulevar,Zimski-Radni Dan,0:11:06.857143
292,25,Južni Bulevar,Zimski-Subota,0:12:55.280899
293,25P,Južni Bulevar,Zimski-Radni Dan,0:14:56.756757
294,25,Južni Bulevar,Zimski-Nedelja,0:15:50
295,25P,Južni Bulevar,Zimski-Subota,0:16:58.095238
296,25P,Južni Bulevar,Zimski-Nedelja,0:21:22.800000
297,26,Tetovska,Zimski-Radni Dan,0:05:07.297297
298,26,Tetovska,Zimski-Subota,0:07:25.882353
299,26,Tetovska,Zimski-Nedelja,0:08:44.769231
300,25,Tetovska,Zimski-Radni Dan,0:11:06.857143
301,25,Tetovska,Zimski-Subota,0:12:55.955056
302,25P,Tetovska,Zimski-Radni Dan,0:14:56.756757
303,25,Tetovska,Zimski-Nedelja,0:15:50
304,25P,Tetovska,Zimski-Subota,0:16:58.095238
305,25P,Tetovska,Zimski-Nedelja,0:21:22.800000
306,26,Miška Jovanovića,Zimski-Radni Dan,0:05:07.297297
307,26,Miška Jovanovića,Zimski-Subota,0:07:25.882353
308,26,Miška Jovanovića,Zimski-Nedelja,0:08:44.769231
309,30,Miška Jovanovića,Zimski-Radni Dan,0:17:31.935484
310,30,Miška Jovanovića,Zimski-Subota,0:22:38.750000
311,30,Miška Jovanovića,Zimski-Nedelja,0:38:40.714286
312,26,Pravni Fakultet,Zimski-Radni Dan,0:05:07.567568
313,27,Pravni Fakultet,Zimski-Radni Dan,0:07:23.694268
314,26,Pravni Fakultet,Zimski-Subota,0:07:26.274510
315,26,Pravni Fakultet,Zimski-Nedelja,0:08:45.230769
316,27,Pravni Fakultet,Zimski-Subota,0:09:57.913043
317,74,Pravni Fakultet,Zimski-Radni Dan,0:10:07.777778
318,27,Pravni Fakultet,Zimski-Nedelja,0:12:34.285714
319,74,Pravni Fakultet,Zimski-Subota,0:15:04.166667
320,74,Pravni Fakultet,Zimski-Nedelja,0:17:10.476190
321,EKO1,Pravni Fakultet,Zimski-Radni Dan,0:24:01.363636
322,EKO1,Pravni Fakultet,Zimski-Subota,0:24:01.363636
323,EKO1,Pravni Fakultet,Zimski-Nedelja,0:24:01.363636
324,26,Glavna Pošta,Zimski-Radni Dan,0:05:07.567568
325,27,Glavna Pošta,Zimski-Radni Dan,0:07:24.076433
326,26,Glavna Pošta,Zimski-Subota,0:07:26.274510
327,26,Glavna Pošta,Zimski-Nedelja,0:08:45.230769
328,27,Glavna Pošta,Zimski-Subota,0:09:58.434783
329,27,Glavna Pošta,Zimski-Nedelja,0:12:34.945055
330,24,Glavna Pošta,Zimski-Radni Dan,0:13:44.096386
331,24,Glavna Pošta,Zimski-Nedelja,0:21:06.666667
332,24,Glavna Pošta,Zimski-Subota,0:21:06.666667
333,EKO1,Glavna Pošta,Zimski-Subota,0:24:01.363636
334,EKO1,Glavna Pošta,Zimski-Radni Dan,0:24:01.363636
335,EKO1,Glavna Pošta,Zimski-Nedelja,0:24:01.363636
336,26,Tehnički Fakulteti,Zimski-Radni Dan,0:05:07.567568
337,27,Tehnički Fakulteti,Zimski-Radni Dan,0:07:23.694268
338,26,Tehnički Fakulteti,Zimski-Subota,0:07:26.274510
339,26,Tehnički Fakulteti,Zimski-Nedelja,0:08:45.230769
340,27,Tehnički Fakulteti,Zimski-Subota,0:09:57.913043
341,74,Tehnički Fakulteti,Zimski-Radni Dan,0:10:07.222222
342,27,Tehnički Fakulteti,Zimski-Nedelja,0:12:34.285714
343,74,Tehnički Fakulteti,Zimski-Subota,0:15:04.166667
344,74,Tehnički Fakulteti,Zimski-Nedelja,0:17:11.428571
345,EKO1,Tehnički Fakulteti,Zimski-Subota,0:24:04.090909
346,EKO1,Tehnički Fakulteti,Zimski-Radni Dan,0:24:04.090909
347,EKO1,Tehnički Fakulteti,Zimski-Nedelja,0:24:04.090909
348,26,Dušanova,Zimski-Radni Dan,0:05:07.837838
349,37,Dušanova,Zimski-Radni Dan,0:06:41.454545
350,26,Dušanova,Zimski-Subota,0:07:26.666667
351,26,Dušanova,Zimski-Nedelja,0:08:45.692308
352,37,Dušanova,Zimski-Subota,0:10:30.566038
353,24,Dušanova,Zimski-Radni Dan,0:13:44.096386
354,37,Dušanova,Zimski-Nedelja,0:13:48.888889
355,24,Dušanova,Zimski-Subota,0:21:06.666667
356,24,Dušanova,Zimski-Nedelja,0:21:06.666667
357,44,Dušanova,Zimski-Radni Dan,0:21:31.200000
358,44,Dušanova,Zimski-Nedelja,0:27:35.384615
359,44,Dušanova,Zimski-Subota,0:27:35.384615
360,26,Trg Republike,Zimski-Radni Dan,0:05:07.837838
361,26,Trg Republike,Zimski-Subota,0:07:26.666667
362,26,Trg Republike,Zimski-Nedelja,0:08:45.692308
363,E2,Trg Republike,Zimski-Radni Dan,0:13:06.956522
364,E2,Trg Republike,Zimski-Subota,0:17:32.400000
365,44,Trg Republike,Zimski-Radni Dan,0:21:31.200000
366,44,Trg Republike,Zimski-Nedelja,0:27:35.384615
367,44,Trg Republike,Zimski-Subota,0:27:35.384615
368,26,Kralja Petra,Zimski-Radni Dan,0:05:07.837838
369,26,Kralja Petra,Zimski-Subota,0:07:26.666667
370,26,Kralja Petra,Zimski-Nedelja,0:08:45.692308
371,2,Kralja Petra,Zimski-Radni Dan,0:10:49.142857
372,5,Kralja Petra,Zimski-Radni Dan,0:11:05.567010
373,79,Kralja Petra,Zimski-Radni Dan,0:12:27.586207
374,5,Kralja Petra,Zimski-Nedelja,0:13:30.370370
375,5,Kralja Petra,Zimski-Subota,0:13:30.370370
376,24,Kralja Petra,Zimski-Radni Dan,0:13:44.096386
377,2,Kralja Petra,Zimski-Nedelja,0:14:01.481481
378,2,Kralja Petra,Zimski-Subota,0:14:01.481481
379,10,Kralja Petra,Zimski-Radni Dan,0:14:10.129870
380,10,Kralja Petra,Zimski-Nedelja,0:15:09.166667
381,10,Kralja Petra,Zimski-Subota,0:15:09.166667
382,79,Kralja Petra,Zimski-Nedelja,0:17:20.625000
383,79,Kralja Petra,Zimski-Subota,0:17:20.625000
384,24,Kralja Petra,Zimski-Nedelja,0:21:06.666667
385,24,Kralja Petra,Zimski-Subota,0:21:06.666667
386,26,Dorćol /Kneginje Ljubice/,Zimski-Radni Dan,0:05:07.837838
387,26,Dorćol /Kneginje Ljubice/,Zimski-Subota,0:07:26.666667
388,26,Dorćol /Kneginje Ljubice/,Zimski-Nedelja,0:08:45.692308
389,2,Dorćol /Kneginje Ljubice/,Zimski-Radni Dan,0:10:49.142857
390,5,Dorćol /Kneginje Ljubice/,Zimski-Radni Dan,0:11:11.020408
391,79,Dorćol /Kneginje Ljubice/,Zimski-Radni Dan,0:12:28.275862
392,5,Dorćol /Kneginje Ljubice/,Zimski-Subota,0:13:30.370370
393,5,Dorćol /Kneginje Ljubice/,Zimski-Nedelja,0:13:30.370370
394,24,Dorćol /Kneginje Ljubice/,Zimski-Radni Dan,0:13:44.096386
395,2,Dorćol /Kneginje Ljubice/,Zimski-Subota,0:14:01.481481
396,2,Dorćol /Kneginje Ljubice/,Zimski-Nedelja,0:14:01.481481
397,10,Dorćol /Kneginje Ljubice/,Zimski-Radni Dan,0:14:10.129870
398,10,Dorćol /Kneginje Ljubice/,Zimski-Nedelja,0:15:09.166667
399,10,Dorćol /Kneginje Ljubice/,Zimski-Subota,0:15:09.166667
400,79,Dorćol /Kneginje Ljubice/,Zimski-Nedelja,0:17:20.625000
401,79,Dorćol /Kneginje Ljubice/,Zimski-Subota,0:17:20.625000
402,24,Dorćol /Kneginje Ljubice/,Zimski-Subota,0:21:06.666667
403,24,Dorćol /Kneginje Ljubice/,Zimski-Nedelja,0:21:06.666667
404,26,Centralno Groblje,Zimski-Radni Dan,0:05:08.055556
405,26,Centralno Groblje,Zimski-Subota,0:07:40.137931
406,26,Centralno Groblje,Zimski-Nedelja,0:08:48.095238
407,26,Dragice Končar,Zimski-Radni Dan,0:05:08.055556
408,26,Dragice Končar,Zimski-Subota,0:07:37.083333
409,26,Dragice Končar,Zimski-Nedelja,0:08:48.095238
410,26,Jovana Bijelića,Zimski-Radni Dan,0:05:08.055556
411,26,Jovana Bijelića,Zimski-Subota,0:07:40.137931
412,26,Jovana Bijelića,Zimski-Nedelja,0:08:48.095238
413,26,Ignjata Joba,Zimski-Radni Dan,0:05:08.055556
414,26,Ignjata Joba,Zimski-Subota,0:07:39.724138
415,26,Ignjata Joba,Zimski-Nedelja,0:08:48.095238
416,26,Dragice Končar 1,Zimski-Radni Dan,0:05:08.055556
417,26,Dragice Končar 1,Zimski-Subota,0:07:37.083333
418,26,Dragice Končar 1,Zimski-Nedelja,0:08:48.095238
419,26,Tetovska,Zimski-Radni Dan,0:05:08.055556
