,DC,CC,BC,EVC
Kolonija(1913),0.0006391818472355385,0.03128092853072609,0.0026451899414021685,5.156872759088687e-16
Tc Galerija(3109),0.0019175455417066154,0.061041747951619194,0.0026407050740617074,0.0066233250667765906
Žarkovačka(509),0.0006391818472355385,0.04874363248329257,0.002638946743101289,2.2480616073064356e-06
Blok 30(369),0.0009587727708533077,0.05428616041222089,0.0026378531352252875,0.0005504900900219164
Put Za Brest(2258),0.0006391818472355385,0.027262271943123008,0.0026376830640039324,5.997844586535384e-19
Ekonomski Fakultet(11),0.0009587727708533077,0.056134622629662186,0.0026359444744838605,0.0025949576960465136
Vinogradi(1488),0.0006391818472355385,0.018545409285151224,0.002628324020462162,6.742750519627259e-22
Vitanovačka(446),0.0006391818472355385,0.05044008124576845,0.002625409925231672,9.463625912382337e-06
Stevana Lukovića(1742),0.0006391818472355385,0.043245110911478125,0.002622323237317692,9.585311948573848e-09
Jedanaeste Krajiške Divizije(1017),0.0009587727708533077,0.039875619671462616,0.0026217951885265218,9.921281262917978e-10
Put Za Aluge(2795),0.0006391818472355385,0.02664180438836241,0.0026123551812662986,4.2922562757332886e-20
Školsko Dobro(2311),0.0009587727708533077,0.03991835172545768,0.0026107506052344843,1.2273605810513344e-06
Studentski Trg(3032),0.0009587727708533077,0.054428750347898694,0.0026082569246727396,0.04664330123548253
Mz Vidikovac(522),0.0006391818472355385,0.041557096182962786,0.0026012369166856656,1.297665666196172e-09
Živača /Izlaz/(2068),0.0006391818472355385,0.017173341529409827,0.002600937747568987,5.414940547688227e-26
Brzačka(3124),0.0006391818472355385,0.03590649851393686,0.0025973403659683893,3.3651801065703655e-12
Boleč (Groblje)(2900),0.0006391818472355385,0.02756123985941918,0.002594811928727301,1.8862629186905185e-13
Kralja Petra Prvog(1519),0.0006391818472355385,0.02547050013024225,0.0025941989026589847,7.70762506196378e-15
Pumpa(2870),0.0006391818472355385,0.04143931768819198,0.00258763947170153,3.011033772786613e-08
Mike Petrovića Alasa(1552),0.0006391818472355385,0.027480393103993396,0.002587213811180516,3.9835465776219226e-14
Vojina Jugovića(3138),0.0006391818472355385,0.03423488478960152,0.0025855816163880196,9.38571062570913e-13
Ladne Vode(619),0.0006391818472355385,0.04058681609463771,0.0025769630752869002,8.519276967984337e-09
Konstantina Kavafija(2477),0.0006391818472355385,0.0345784064537518,0.0025716374575464004,7.61703676510405e-10
Bežanijska Kosa /Grčka/(60),0.0009587727708533077,0.0430191792122087,0.002570769481834345,1.0869487821328819e-07
Okretnica /Česma/(2269),0.0006391818472355385,0.0416694410781585,0.0025675052436708295,3.13416203481129e-08
Miloša Pocerca(936),0.0009587727708533077,0.05989548438965563,0.0025642214534072395,0.0027713918825412174
Stanka Paunovića(872),0.0009587727708533077,0.04902467685076381,0.002561875149480972,7.327939760606082e-07
Trg Slavija /Nemanjina/(926),0.001278363694471077,0.05752895752895753,0.00256132223711526,0.008808554014767907
Zvezdarskih Jelki(3103),0.0006391818472355385,0.04379470096715048,0.002554275284668872,1.6244804786448294e-05
Zvezdarskih Jelki(3102),0.0006391818472355385,0.042637560297604446,0.002554275284668872,6.194367987433422e-06
Braće Srnić(2151),0.0006391818472355385,0.041907746705239474,0.002554275284668872,3.979156275083173e-09
Vojvode Vlahovića 1(2624),0.0006391818472355385,0.04135989319656854,0.002554275284668872,1.7743800820276186e-09
Milovana Vidakovića(2644),0.0006391818472355385,0.0406115747530728,0.002554275284668872,5.832746476052266e-10
Gandijeva(136),0.0006391818472355385,0.03970963361549298,0.002554275284668872,8.06854234329371e-09
Gandijeva(137),0.0006391818472355385,0.0394821516447742,0.002554275284668872,7.0221702908215945e-09
Fk Banja(2473),0.0006391818472355385,0.03718271698830687,0.002554275284668872,2.8810225527196612e-08
Fk Banja(2474),0.0006391818472355385,0.03658836048129655,0.002554275284668872,1.4111599860127869e-08
Marije Ilić Agapove(1293),0.0006391818472355385,0.03475199360270108,0.002554275284668872,8.84527495605827e-10
Tesarska(1680),0.0006391818472355385,0.03160861483756263,0.002554275284668872,4.8074968714765314e-14
Veliki Trafo(1920),0.0006391818472355385,0.02734948604992658,0.002554275284668872,3.716950596170313e-17
Livnica(2549),0.0006391818472355385,0.022676542207792208,0.002554275284668872,4.6859436051276507e-23
Livnica(2550),0.0006391818472355385,0.022632092871867203,0.002554275284668872,3.9994933413899307e-23
Zmaj Ognjenog Vuka(2089),0.0006391818472355385,0.021458550502002523,0.002554275284668872,7.179979396005682e-21
Zmaj Ognjenog Vuka(2088),0.0006391818472355385,0.02144869518723909,0.002554275284668872,6.103011425921289e-21
Janković Kraj(2810),0.0006391818472355385,0.02025373810602628,0.002554275284668872,6.184973311848416e-20
17. Januara(2811),0.0006391818472355385,0.01957251965696485,0.002554275284668872,1.7872039930739232e-20
Prvomajska(324),0.0006391818472355385,0.043081371334159436,0.0025537280211548785,2.3731473280800983e-07
Magelanova(2107),0.0009587727708533077,0.041771239386981365,0.0025532810969334913,4.005090976826704e-09
Bojčinska Šuma(2071),0.0006391818472355385,0.01714614499424626,0.002551750698687835,3.965387535939995e-26
Begaljica /Ulaz/(1491),0.0006391818472355385,0.018461266151395362,0.0025515419148235373,2.625205872294094e-22
Put Za 13. Maj(1163),0.001278363694471077,0.04314136414399757,0.0025507519177328827,2.3636781743750793e-05
Bulevar Umetnosti(2324),0.001278363694471077,0.05320704666031832,0.0025431840482303338,2.1264496887594087e-05
Zdravstvena St. Leštane I Vinča(2769),0.0006391818472355385,0.029869695957233544,0.0025382980432562007,2.580782447191899e-13
Kosmajska(935),0.0006391818472355385,0.04173947842326419,0.0025353237490292565,4.697610058416057e-08
Oš Veljka Dugoševića(3149),0.0006391818472355385,0.044813313664551796,0.0025328548694635265,7.041344508563754e-06
Milke Bosnić(2950),0.0006391818472355385,0.04108995403808273,0.00252636280352378,5.3723774578678165e-09
Miljakovac 1(874),0.0009587727708533077,0.047683633038707714,0.0025254281393055386,1.9794150156673368e-07
Železnička Stanica Zemun(818),0.0006391818472355385,0.040450919809186456,0.002522889181362573,3.796836312897369e-09
Železnička Stanica Beograd Centar(2903),0.0009587727708533077,0.061039366392259375,0.002519646251252233,0.004578248078293513
Vikend Naselje(1761),0.0009587727708533077,0.04042687890024419,0.002518448262485118,5.6861000007842185e-09
Hala Aleksandar Nikolić(837),0.0006391818472355385,0.04993855435146911,0.0025172692063729902,0.0014705948467031076
Svetosavska(1555),0.0006391818472355385,0.027300567998394597,0.0025131630772462824,2.7108631845411476e-14
Grmovac /Ulaz/(1694),0.0006391818472355385,0.04124268466283545,0.002513146100770821,1.2638041197409568e-08
Žarkovačka(508),0.0006391818472355385,0.04782502369088742,0.0025128610062418117,1.0870787748439574e-06
Duboko(1522),0.0006391818472355385,0.02530120481927711,0.0025065866698133665,3.0006086447512973e-15
Boleč (Groblje)(2899),0.0006391818472355385,0.028128118229789376,0.0025059736437450498,2.158879737274889e-13
Petkovići - Trafo(7878),0.0006391818472355385,0.03571877033367199,0.0025034452065039615,3.187041172775074e-12
Put Za Brest(2259),0.0006391818472355385,0.026913582370700406,0.0025011952523936653,4.53275948094411e-19
Avalska(889),0.0006391818472355385,0.034505193974548425,0.002492181895519166,2.1759092771754336e-13
Teodora Drajzera(2415),0.0006391818472355385,0.052880634094404355,0.0024858764873261943,4.4302386147505624e-05
Imt(1126),0.0006391818472355385,0.04707174341461947,0.0024831560601399007,8.98683868195412e-07
Bulevar Maršala Tolbuhina(374),0.0009587727708533077,0.05213957208558288,0.0024806303086977763,0.00018405740123612758
Baje Pivljanina(760),0.001278363694471077,0.05132537235089561,0.0024751937571762276,1.1895624320509821e-05
Savski Park(3105),0.0009587727708533077,0.0591538112522686,0.0024750225407392024,0.0028648844141360087
Ustanička(906),0.0006391818472355385,0.045808567329370775,0.0024707455664821115,1.2534129412782102e-07
Go Rakovica(876),0.001278363694471077,0.04656527174236562,0.002469949208556947,8.116416554981896e-08
Prvomajska(2771),0.0006391818472355385,0.0296714238300697,0.0024681340926844425,3.9387995713344077e-13
Trg Oslobođenja(153),0.0009587727708533077,0.054092834298556484,0.0024650002807011825,0.0008616999259014092
Leštane /Izlaz/(1543),0.0009587727708533077,0.027326317628051176,0.0024641572506487403,5.415971721043922e-14
Ličkih Brigada(3011),0.0006391818472355385,0.03867259918427883,0.0024637039726542894,9.375115768381779e-11
Krajiška(815),0.0006391818472355385,0.040206106085526314,0.002462045088024586,2.178097842707408e-08
Naselje Golf(2235),0.0006391818472355385,0.05176863770226002,0.002458031367455602,4.228940397349138e-05
Rk Beograđanka(198),0.0006391818472355385,0.05683820457394053,0.002455735371637826,0.04222318934383116
Nikole Dobrovića(1188),0.0009587727708533077,0.047308023767406,0.0024477619082520323,4.021071483937741e-06
Milorada Živkovića(3088),0.0006391818472355385,0.03971669014888999,0.0024401029326598512,2.5818576078978667e-10
Mihaila Todorovića(3164),0.0006391818472355385,0.04882882601707214,0.0024348074656657106,8.210023159195541e-07
Dobrivoja Jovanovića 2.Deo(2638),0.0006391818472355385,0.033968040297016805,0.00242970467773031,1.1896962203630861e-12
Selište(622),0.0006391818472355385,0.03992650155035792,0.002429595340084637,1.884354824687095e-09
"Dom Zdravlja ""Labudovo Brdo""(2927)",0.0009587727708533077,0.04000664859612336,0.0024284391208120207,9.959287494186737e-10
Železnička Tehnička Stanica(2429),0.0006391818472355385,0.03735316588673479,0.002425657515278967,3.2940878696181084e-10
Mesara(2181),0.0009587727708533077,0.026590862737099735,0.0024236352534724014,2.8331554657536647e-17
Resnik (Železnička Pruga)(2982),0.0006391818472355385,0.032638628113656275,0.0024232226915234982,1.1329782416504443e-14
Veliko Selo (Ulaz)(2852),0.0006391818472355385,0.02649516922529785,0.002420542201351604,1.281227077963408e-15
Železnička Stanica Resnik(897),0.0006391818472355385,0.03365457009486523,0.0024182591057053545,3.129074517651127e-14
Bezdan(1814),0.0006391818472355385,0.03498043599776411,0.0024171618840166872,2.4067225867810246e-11
Edvarada Griga (Ulaz)(2919),0.0009587727708533077,0.03370568655542749,0.002417156245110983,1.8073232281776795e-13
Timočke Divizije(2727),0.0006391818472355385,0.049686383485510126,0.002414605720793235,4.826998269415692e-06
Labudovo Brdo(2444),0.0006391818472355385,0.043073068663619846,0.0024083189164733755,5.628458567170534e-09
Železnička Stanica Resnik(898),0.0006391818472355385,0.03345665283777426,0.0024029229741137797,9.455104904466773e-14
Braće Mitrović (994),0.0006391818472355385,0.05005919431734553,0.0024015572942224428,3.1140152037393585e-06
Taborište(2614),0.0006391818472355385,0.023559085946617476,0.002398254217658897,2.687177880304774e-21
Železnička Tehnička Stanica 1(2541),0.0006391818472355385,0.03813574815049543,0.0023973745675556963,5.362436053309618e-10
Topčiderska Zvezda(774),0.0009587727708533077,0.06024606735082889,0.002395423741344817,0.0045373752733212334
Bitoljska(2179),0.0009587727708533077,0.04279559597893729,0.002395349185829744,3.348717853525403e-08
Oš Branko Radičević(786),0.0006391818472355385,0.046462936564504634,0.002391302029974744,2.224123941972818e-07
Kanal Galovica(2659),0.0006391818472355385,0.03305863708399366,0.0023906256311373884,1.1200385895790769e-13
Ladne Vode(2557),0.0006391818472355385,0.0352012059984925,0.002390348071498668,2.580152961428097e-10
Luka Beograd(712),0.001278363694471077,0.04919115219544404,0.0023883334622318004,0.0029092889082572623
Kontaktor(977),0.0006391818472355385,0.04954869358669834,0.002381197524293719,1.099182069837454e-05
Vitezova Karađorđeve Zvezde(2555),0.0006391818472355385,0.03520833567755511,0.002380757446978438,2.0905563944957764e-11
Stanićeva(1345),0.0006391818472355385,0.02957327158451869,0.0023741817346900037,2.0506255055061994e-15
Španskih Boraca(367),0.0006391818472355385,0.055962941765631706,0.002367387053487197,0.0021243325965411143
Nemanjina 1(3009),0.0006391818472355385,0.034087195241519055,0.002364347388132773,6.223299115949827e-12
Braće Mitrović (995),0.0006391818472355385,0.050407578052002446,0.002362035834679178,4.618816188506974e-06
Mz Železnik(1944),0.0006391818472355385,0.04700386065586084,0.002360958130755299,5.617238696298465e-07
"Vrtić ""Oaza""(3192)",0.001278363694471077,0.04218573046432616,0.002360167168411328,8.846681429327502e-06
Rada Končara /Dom Zdravlja/(812),0.0009587727708533077,0.04182707731793391,0.0023559388138869927,5.615943447621475e-07
Deseti Kilometar(1394),0.0006391818472355385,0.03209362435381964,0.0023545804606351062,4.9747720102367464e-11
Milošev Kladenac(2833),0.0006391818472355385,0.052051968792108196,0.0023457378500143203,9.628794147620982e-06
Dr Ivana Ribara 1(785),0.0009587727708533077,0.044930428914001806,0.002343778194089439,6.897800988558106e-08
Batajnica /Železnička Rampa/(1180),0.001278363694471077,0.03349748420939942,0.0023428706769787607,4.4834819735224687e-10
Ripanj /Centar/(2413),0.0006391818472355385,0.026156739811912227,0.002341140837436094,2.5026072608778543e-20
Velika Moštanica /Groblje/(2633),0.0006391818472355385,0.03451509001058948,0.002339826741854533,3.117603911575774e-12
Pavićevac 1(2798),0.0006391818472355385,0.025865061914130308,0.0023333475781656668,9.62895396062803e-21
Slavka Rodića(1747),0.0006391818472355385,0.041590791275105336,0.002327119736478071,6.580687860245314e-10
Nikole Doksata(2282),0.0006391818472355385,0.040108185710257135,0.0023268929550118085,6.79771706285884e-08
Iv Beogradska Gimnazija(2438),0.0006391818472355385,0.05245247594461394,0.002326276162362886,8.960567861668072e-06
Ada Ciganlija(502),0.0009587727708533077,0.0595059239678223,0.00232491701591532,0.003015112019926069
Put Za Žuti Breg(2015),0.0006391818472355385,0.026903863184956536,0.002322754441130617,1.6990924142947998e-19
Naselje Pik(1811),0.0006391818472355385,0.034971834763948495,0.0023226241713302422,1.4769983450474885e-11
Vojvode Dragomira(206),0.0009587727708533077,0.052690960528088374,0.002321300015917445,0.0008931558126694878
Šavnička(929),0.0006391818472355385,0.04334455387939991,0.002317221261820955,3.9202116538562844e-08
Jovana Mikića(2377),0.001278363694471077,0.0450358386827485,0.002311472397853702,3.463501897629167e-07
Banjica(284),0.0009587727708533077,0.053279525950143035,0.002307413940257865,4.605084325394433e-05
Pošta(2785),0.0006391818472355385,0.030592491200625734,0.002298862214191903,3.715367155207205e-16
Braće Jakovljević(2174),0.0006391818472355385,0.03155506252521178,0.002294519946207967,1.6715447812292059e-15
Proleterska (Ulaz)(2991),0.0006391818472355385,0.03926711426240823,0.0022869777503258405,8.043459608060832e-11
Tunel Straževica(884),0.0006391818472355385,0.03844594345534299,0.002282143486834012,9.375958326326023e-11
Milke Bosnić(2971),0.0006391818472355385,0.04271439102301581,0.0022804709485246917,1.584629159568037e-08
Kontaktor(976),0.0006391818472355385,0.049062343201204214,0.0022797929515810406,3.737190823452251e-06
Atanasija Pulje(1728),0.0006391818472355385,0.03974090302914841,0.0022780832454550176,5.328165192942698e-09
Glumčevo Brdo 1(2246),0.0006391818472355385,0.02989252448053499,0.0022758587342581703,5.145088783220088e-16
Paje Adamova(281),0.0009587727708533077,0.0522597454654775,0.00227358686303091,1.4658136388452587e-05
Zuce /Centar/(2043),0.0006391818472355385,0.02678961292476819,0.0022718873079093658,2.9424342081340055e-19
Lion(94),0.0006391818472355385,0.04825352764284062,0.0022714613260008906,3.745926071987231e-05
Stojana Aralice(1186),0.0006391818472355385,0.04897556699901391,0.0022669070202619743,1.0289807880669666e-05
Oš Vasa Čarapić(1625),0.0006391818472355385,0.031834043808690524,0.0022660124747546266,2.068203072726223e-15
Nasipska Čuvarnica(1736),0.0006391818472355385,0.029693386602389515,0.002262601848020258,4.499597865476252e-13
Nikole Doksata(1081),0.0006391818472355385,0.041519047808606345,0.002261200278268208,3.742908798810504e-07
Put Za Žuti Breg(2016),0.0006391818472355385,0.02661732805920633,0.0022606480757265423,1.297001823790789e-19
Silosi(2662),0.0006391818472355385,0.03252294483884044,0.002260414896122168,1.4717316289778565e-13
Đurđevdanska(2875),0.0006391818472355385,0.03601975388228252,0.0022592728807531103,1.933949149403065e-11
Rucka 1(2711),0.0006391818472355385,0.04378244504456602,0.002257609604568367,2.0355135996907846e-07
Tunel Straževica(883),0.0006391818472355385,0.039961175463914894,0.002252111935582883,1.550197415574622e-10
Nade Dimić(416),0.0015979546180888463,0.050647458724506315,0.002251310988542826,0.00128580897604363
Veliki Kanal(1326),0.0006391818472355385,0.029591170879791188,0.0022482094379813297,4.3532344871111884e-14
Rucka 1(2712),0.0006391818472355385,0.04365477984262515,0.002247961712568544,1.361531666218667e-07
Bosutska(2267),0.0006391818472355385,0.03975504084770096,0.002247915174887914,1.5740027329425638e-08
Teodora Drajzera 2(2440),0.0006391818472355385,0.05208922923256201,0.002246440080565984,1.1096810642015327e-05
Gundulićev Venac(700),0.0006391818472355385,0.05355767420365267,0.0022440539747296366,0.022679447698266162
Žarka Zrenjanina(1344),0.0006391818472355385,0.02574079863110614,0.0022423388579493973,1.8161843452350134e-17
Kovilovo 2(1355),0.0006391818472355385,0.038016207612961234,0.00224049108019825,3.804696488456431e-08
Njegoševa(1048),0.0006391818472355385,0.025791720931766102,0.0022403120956330865,5.642558466110086e-17
Minel 3(1637),0.0006391818472355385,0.02963629475279409,0.002239012681881102,4.9890787588452245e-17
Sekule Vitkovića(2493),0.0006391818472355385,0.029339784522771386,0.002237942756724054,1.1107965109769039e-14
Besni Fok(1908),0.0006391818472355385,0.030132026231907784,0.0022342168191411896,8.910105140670082e-13
Glogonjski Rit(1360),0.0006391818472355385,0.03384129524880761,0.0022322322567778206,2.8556996347810873e-10
Glogonjski Rit(1361),0.0006391818472355385,0.03384129524880761,0.0022322322567778206,2.8556996347810883e-10
Prote Jeftimija Ivanovića(2346),0.0006391818472355385,0.029430853015039928,0.0022283608350365494,9.193001537208266e-15
Živka Davidovića(3023),0.0006391818472355385,0.043512119147279274,0.0022274237671494257,2.070228230017429e-08
Minel 3(1636),0.0006391818472355385,0.029615817818708413,0.0022255199456821303,4.9660605971458377e-17
Veliki Kanal(1327),0.0006391818472355385,0.029571315162741467,0.00221932020591592,1.887827237615897e-13
Kneza Miloša(1217),0.0009587727708533077,0.05851660682226212,0.0022144222758958944,0.002913272233696511
Bjelovarska(444),0.0006391818472355385,0.04891049488854847,0.0022142096642074763,2.060932789693729e-06
Trg Republike(193),0.0009587727708533077,0.05554174950298211,0.002211831868160205,0.07086130402970009
Zuce /Centar/(2044),0.0006391818472355385,0.026718469814704125,0.0022039522449140004,2.4219748461813315e-19
Vii Beogradska Gimnazija(3075),0.0006391818472355385,0.03465001162752068,0.002202010617198159,5.739387535455413e-11
Oš Vasa Čarapić(1626),0.0006391818472355385,0.0317342799188641,0.0021984520388010145,1.7537230045050918e-15
Omladinskih Brigada(2437),0.0009587727708533077,0.05098748533437622,0.002195574875959734,6.317362577955873e-06
Ripanj /Centar/(2412),0.0006391818472355385,0.026026417354272025,0.0021944347000447295,1.943389339550961e-20
Brdska(2964),0.0006391818472355385,0.03968847905224571,0.00219290684780855,1.6351003510585062e-09
Železnička Stanica Dunav(836),0.0009587727708533077,0.051133299560407235,0.0021922334864370634,0.005996751843413139
Milana Vujaklije(2281),0.0006391818472355385,0.04100380028829773,0.002190550119513199,1.9115649274171566e-08
Generala Zgonjanina(1020),0.0006391818472355385,0.03885267275097783,0.0021892007456376494,2.3355252245261894e-10
Voždovački Kružni Put(567),0.0009587727708533077,0.04391825505993319,0.002188805292999003,3.402426854470061e-08
Glavna Pošta(535),0.0015979546180888463,0.057869428518587014,0.0021791798387317167,0.10499696575639879
Proleterska (Ulaz)(2992),0.0006391818472355385,0.038997457500373894,0.0021779226928783845,7.646535727076335e-11
Surčin /Centar/(1955),0.0009587727708533077,0.03220527388377694,0.00217390973198752,2.7899841104507156e-13
Gandijeva(1128),0.0006391818472355385,0.045909384353541874,0.002173819559836726,2.3199368002756196e-07
Diljska(342),0.0006391818472355385,0.04315623965574313,0.002165825646198416,1.0798520883807098e-05
Muzej Jugoslavije(276),0.0006391818472355385,0.058352914848383126,0.0021607848851073986,0.0006859894477732818
Sc  Košutnjak(511),0.0006391818472355385,0.04701304164913757,0.0021569875943021973,4.932955669382893e-07
Ljubinke Bobić(2098),0.0006391818472355385,0.042508388919833176,0.0021566944443694165,5.024020353513128e-08
Široki Put(2571),0.0006391818472355385,0.03199910005726908,0.0021502890468887005,6.456066221732217e-11
Darvinova(442),0.0009587727708533077,0.0478542807328786,0.002149114433548503,5.232260401271757e-07
Muzej Savremene Umetnosti(3115),0.0006391818472355385,0.0549612689044633,0.0021485971859290494,0.0027776202814451005
Stevana Dubajića(2446),0.0006391818472355385,0.035385520095899396,0.002142326784194867,5.943754393408725e-09
Milorada Jankovića Doce(3649),0.0006391818472355385,0.03529371954520845,0.0021406756689839493,9.883223198291364e-13
Beogradska Arena(376),0.0006391818472355385,0.05816309459635296,0.002137172712288337,0.0007853826344124138
Stevana Hristića(339),0.0006391818472355385,0.0421011557971502,0.0021340158150344193,4.567239510577747e-06
Go Vračar(586),0.0009587727708533077,0.053714893909222,0.0021321998504423966,0.006211918890486045
Sremčica /Izlaz/(1687),0.0006391818472355385,0.029316693369311635,0.0021283925661128946,1.101856263326824e-15
Deseti Kilometar(1395),0.0006391818472355385,0.03183371993651569,0.0021243923365374686,5.344734877799531e-11
Pristanište(6),0.0006391818472355385,0.053108610418045724,0.0021182249883451233,0.0007125460392222615
Zabrđanska(3161),0.0006391818472355385,0.04304699537750385,0.0021160989809207095,3.658936041426167e-08
Gospodarska Mehana(22),0.0009587727708533077,0.053843374115946516,0.0021096690815060374,6.895846272375833e-05
Miljakovačka Šuma(2368),0.0009587727708533077,0.040989834416264935,0.0021058554052216134,2.838370424400355e-09
Taložnik(2221),0.0006391818472355385,0.049913859111791734,0.0021043981628343653,1.7461734413390227e-05
Dobrivoja Jovanovića /Igralište/(2640),0.0006391818472355385,0.03320845228871931,0.002103716263262121,5.19915986567593e-13
Mz Železnik(1943),0.0006391818472355385,0.04647812007961736,0.0021035063828003515,2.6827952842647114e-07
Kosovke Devojke(2688),0.0006391818472355385,0.03349031360376753,0.0021031822557644724,3.743295200449679e-12
Taložnik(2220),0.0006391818472355385,0.04981611501170177,0.002100400740009352,1.1761992037443945e-05
Dr Velizara Kosanovića(489),0.001278363694471077,0.04788357359287485,0.0020942813472441878,2.4637699732279106e-06
Džona Kenedija(405),0.0009587727708533077,0.05244983824194981,0.0020863979629252016,0.00012841118328393392
Stojana Jankovića(1744),0.0006391818472355385,0.04172111256300168,0.002081287998853737,2.1564595756613157e-09
Banjica(283),0.0009587727708533077,0.05074273482096523,0.002078664810161717,6.422637444146777e-06
Stari Put Za Boleč(1540),0.0006391818472355385,0.027521967438055784,0.002075626240017245,9.331395646025301e-14
Barajevo (Miodraga Vukovića)(7653),0.0006391818472355385,0.023381281524378853,0.0020745883188304556,1.8111737564249867e-21
Vojina Jugovića(3128),0.0006391818472355385,0.033468104222821204,0.002072466312442104,3.54817638491894e-13
Trg Oslobođenja(845),0.0006391818472355385,0.055060885478989234,0.0020659138735463415,0.0004120662884889301
Dedinje /Ortopedska Bolnica/(762),0.0006391818472355385,0.05316726704275131,0.002064958062149278,4.285844865141244e-05
Ambulanta(1310),0.0006391818472355385,0.03058501539514198,0.0020633626478593764,2.058953091281457e-12
Stadion Zemun(807),0.0009587727708533077,0.04567016478624494,0.00205770879484208,2.5969764260628685e-05
Pošta(2892),0.0006391818472355385,0.03475932858618736,0.002055798823492546,1.4321262282835618e-13
Abebe Bikila(2509),0.0006391818472355385,0.03757430201140798,0.0020551722408926974,1.9010146032345733e-08
Stepe Stepanovića(1585),0.0006391818472355385,0.034192610724393786,0.0020519418063208016,5.413398303308523e-13
Timočke Divizije(2728),0.0006391818472355385,0.04834224268454717,0.0020496544507396337,2.3214025460824e-06
Veliko Selo (Ulaz)(2853),0.0006391818472355385,0.026194402819518976,0.0020488265207505908,7.424431497371473e-16
Resnik (Železnička Pruga)(2983),0.0006391818472355385,0.03220195949283715,0.002046214144586295,1.4668408232133607e-14
Beogradelektro(1970),0.0006391818472355385,0.05047669747858491,0.0020449370119132995,1.8353119630727113e-05
Abebe Bikila(2321),0.0006391818472355385,0.039145773907821646,0.0020402912913757352,9.280417859180137e-08
Palata Pravde(14),0.0009587727708533077,0.05630533362124811,0.002035720275209286,0.0025947652976193994
Vojvode Dobrnjca(698),0.0009587727708533077,0.05132368861332546,0.002035472077631367,0.006249087800884832
Beogradelektro(1971),0.0006391818472355385,0.050266675234545685,0.0020294982734875523,1.2361092317725796e-05
Milorada Živkovića(3089),0.0006391818472355385,0.03900718061234666,0.002024157238873015,1.9492378793580463e-10
Hipodrom(178),0.0009587727708533077,0.05286901865369019,0.0020219020986862644,6.397984628099769e-05
Dobanovci /Centar/(1866),0.0009587727708533077,0.037306848531095005,0.002018248534053572,4.517625525891526e-10
Kralja Vladimira(157),0.0006391818472355385,0.05203811804620067,0.002016822787690568,0.00010766397912841297
Pive Karamatijevića(565),0.0006391818472355385,0.04561091513366957,0.0020141123239039924,1.2878297332624533e-07
Mirka Sandića(3168),0.0006391818472355385,0.04719029952040539,0.002005383582482614,2.7661434749360573e-07
Begaljica /Ulaz/(1490),0.0006391818472355385,0.01821600726544489,0.002004876508980185,2.261972731974465e-22
Sc  Košutnjak(510),0.0006391818472355385,0.04604111181412869,0.0019949868717069846,2.3855582524975654e-07
Pavićevac 1(2797),0.0006391818472355385,0.02596960667955879,0.0019925006836847585,1.2695069696799165e-20
Vojni Put(326),0.0006391818472355385,0.041503077249575554,0.0019896814751416718,5.1771160555609686e-08
Krajiška(816),0.0006391818472355385,0.041232358638501984,0.001987731432201226,1.2711789139570382e-07
Ane Ahmatove(2126),0.0009587727708533077,0.044083461305456546,0.001985451251901037,5.8552221053844265e-08
Stadion Partizan(278),0.0009587727708533077,0.05595593626495467,0.0019818999256116785,0.00022865172166354513
Španskih Boraca(1102),0.0006391818472355385,0.0544164449313925,0.0019806441750220526,6.282162594184504e-05
Šljivarska(2958),0.0006391818472355385,0.03977727775447161,0.001978459259529628,5.901479102827915e-10
"Studenski Dom ""Rifat Burdžević""(3151)",0.0006391818472355385,0.043159811305139455,0.001972760793545402,1.515752639186024e-06
Bojčinska Šuma(2070),0.0006391818472355385,0.016887862220087327,0.001971768659449351,3.898016997951336e-26
Julino Brdo(1036),0.0009587727708533077,0.04934864208434533,0.001961005994691957,6.066483015422275e-06
Petkovići - Trafo(7877),0.0006391818472355385,0.03466728711028385,0.001960814965028906,7.707326449180498e-13
Duboko(1521),0.0006391818472355385,0.02484181109426233,0.001958899553856157,2.5852990272554348e-15
Prvog Maja(1528),0.0006391818472355385,0.026825211755426768,0.0019582865277878395,6.34478987886874e-14
Blok 63(1922),0.0006391818472355385,0.04636105019854205,0.001958215274236223,1.878466553274932e-07
Cerska(3137),0.0006391818472355385,0.033114264850620696,0.0019535517399495565,2.1469780430446103e-13
Miljakovačko Brdo(2791),0.0009587727708533077,0.0364540857935084,0.001952728778874748,5.93149258741637e-12
Edvarada Griga (Ulaz)(2920),0.0006391818472355385,0.03329042142332776,0.001952084216213242,1.0613767977134724e-13
Svetosavska(1554),0.0006391818472355385,0.02674930540713828,0.0019511992652979774,1.3361248568713281e-14
Grmovac /Ulaz/(1696),0.0006391818472355385,0.03979751472215509,0.0019511140707620472,6.8540041684065936e-09
Zabrđanska(3162),0.0006391818472355385,0.04306832571711722,0.001947676035632691,2.2378238645653908e-08
Rađevska(3013),0.0006391818472355385,0.03749550629119233,0.0019443589912028947,2.266102033807528e-11
Konstantina Kavafija 1(3988),0.0006391818472355385,0.033439847816096865,0.0019419915713736276,1.6471084025158793e-10
Novogradska(2507),0.0006391818472355385,0.047332355121242835,0.001936012807900413,6.208289361011348e-05
Nade Dimić(415),0.0015979546180888463,0.04796652001287692,0.0019359679633197094,9.896544283829977e-05
Preduzeće Izolacija(570),0.0006391818472355385,0.04327740971770792,0.0019333652696839516,1.4198492598547844e-08
