,Id,Composite,DC,CC,BC,EVC,lat,lon,community
418,Pante Srećkovića(1075),0.0016195463415863084,0.0009587727708533077,0.0474155566668182,0.004317388905958503,0.00013953125130515169,44.80624,20.49403,7
431,Pante Srećkovića(1074),0.0015754658590796048,0.0009587727708533077,0.045838765913186155,0.004292116671211687,4.4514693904926914e-05,44.806404,20.493881,7
718,Balkan(1388),0.0012033966168693943,0.0006391818472355385,0.03547417946828411,0.004253122194223642,4.98851052678202e-09,44.852482,20.537468,7
268,Omladinski Stadion(632),0.0016929886308006598,0.0006391818472355385,0.0497456279809221,0.004129341061957323,0.0013683641147671738,44.815407,20.491169,7
704,Balkan(1389),0.001183558210399371,0.0006391818472355385,0.03515690834934439,0.0040229340701262335,5.358981147976319e-09,44.852322,20.535885,7
719,Radiostanica(1390),0.0011444549184630932,0.0006391818472355385,0.03427088125123218,0.003620274949694176,1.0737489280354687e-09,44.854351,20.544481,7
419,Ljubice Luković(1073),0.0015357209098411028,0.0009587727708533077,0.0457944882696445,0.0036124188219174174,7.545518321337825e-05,44.808075,20.493837,7
45,Astronomska(613),0.0014905089146879152,0.0009587727708533077,0.043600640980979585,0.003603824828910044,6.790324890095325e-06,44.80801,20.514191,7
430,Ljubice Luković(1072),0.0015051308637463404,0.0009587727708533077,0.04453078302450687,0.003564144344501158,2.8771888179984783e-05,44.808193,20.49371,7
703,Radiostanica(1391),0.0011248964629596823,0.0006391818472355385,0.03397467914612695,0.003390086825596576,1.1535223527842172e-09,44.854225,20.543026,7
2677,"Vmc ""Karaburma""(155)",0.0019812231642216084,0.001278363694471077,0.04903850674690865,0.003372055837017147,0.0009500165111732565,44.81356,20.49231,7
244,Patrisa Lumumbe(343),0.0012998331977257679,0.0006391818472355385,0.04572221816322057,0.0033402365583653955,9.848279596088402e-05,44.814796,20.50625,7
638,27. Marta(841),0.0021248430074153283,0.0006391818472355385,0.052978226270698585,0.0031803092682395296,0.0033801616941018563,44.809807,20.475962,7
720,Naselje Ilić(1392),0.001086563252789151,0.0006391818472355385,0.03314653756925391,0.0029874277051646757,2.3111922420582473e-10,44.857079,20.554743,7
702,Naselje Ilić(1393),0.0010672578056146224,0.0006391818472355385,0.032869373391459636,0.0027572395810670043,2.482979899987921e-10,44.856953,20.55328,7
243,Diljska(341),0.0012157360983264319,0.0006391818472355385,0.043816165350361286,0.002730926109158923,2.1198480014102688e-05,44.81321,20.510309,7
639,Cvijićeva(839),0.0015244896946031955,0.0006391818472355385,0.05081772854985139,0.002666415758950457,0.0009979328506598147,44.811802,20.480152,7
420,Zvezdarskih Jelki(3103),0.0012023461802327092,0.0006391818472355385,0.04379470096715048,0.002554275284668872,1.6244804786448294e-05,44.808796,20.49637,7
429,Zvezdarskih Jelki(3102),0.0011847027073101151,0.0006391818472355385,0.042637560297604446,0.002554275284668872,6.194367987433422e-06,44.808769,20.495413,7
640,Hala Aleksandar Nikolić(837),0.0016091833755280567,0.0006391818472355385,0.04993855435146911,0.0025172692063729902,0.0014705948467031076,44.814739,20.482306,7
721,Deseti Kilometar(1394),0.001029621078447402,0.0006391818472355385,0.03209362435381964,0.0023545804606351062,4.9747720102367464e-11,44.859028,20.562069,7
242,Stevana Hristića(339),0.0011486859392188656,0.0006391818472355385,0.0421011557971502,0.0021340158150344193,4.567239510577747e-06,44.813087,20.513882,7
701,Deseti Kilometar(1395),0.001010545018048839,0.0006391818472355385,0.03183371993651569,0.0021243923365374686,5.344734877799531e-11,44.858902,20.560614,7
421,Dragiše Lapčevića(1071),0.0011318099202495132,0.0006391818472355385,0.04196113666537033,0.0019163194895699745,3.497439587711901e-06,44.809273,20.499756,7
428,Dragiše Lapčevića(1070),0.0011171886163845201,0.0006391818472355385,0.04089768390233701,0.0019163194895699745,1.333634038645246e-06,44.809208,20.498608,7
2672,Servisi(162),0.0011990432865273618,0.0006391818472355385,0.045628873496172076,0.0019044263189650307,8.912972711931302e-05,44.810066,20.493349,7
2676,Servisi(2414),0.0012444583936259243,0.0006391818472355385,0.047017280240420734,0.0018972404334700362,0.00021095755795775731,44.810837,20.493204,7
722,Sibnica(1396),0.0009735405950798034,0.0006391818472355385,0.031105544123348542,0.0017217332161054825,1.0709147003260408e-11,44.866512,20.590452,7
241,Husinjskih Rudara(337),0.0010868516345267,0.0006391818472355385,0.040523739218276476,0.0015436293832512746,1.0038084216050007e-06,44.813007,20.517679,7
700,Sibnica(1397),0.0009546731452450465,0.0006391818472355385,0.03086133604237146,0.0014915450920079628,1.1505902080281965e-11,44.866154,20.588423,7
422,Volgina(2198),0.0010654445096168086,0.0006391818472355385,0.04027389854941887,0.0012779550104255301,7.529401941552928e-07,44.808792,20.502724,7
427,Volgina(2197),0.001052306284445157,0.0006391818472355385,0.03929324894514768,0.0012779550104255301,2.8711225641532245e-07,44.808777,20.503107,7
2885,"Oš ""1300 Kaplara""(2421)",0.0011147330880264558,0.0006391818472355385,0.0438327379701618,0.0012779550104255301,9.584985567779047e-06,44.805641,20.49758,7
2890,"Oš ""1300 Kaplara""(2471)",0.0011384762391834333,0.0006391818472355385,0.04527237213340085,0.0012779550104255301,3.0043799995708855e-05,44.805759,20.49688,7
723,Mz Reva /Mali Raj/(2326),0.000918473897520237,0.0006391818472355385,0.030177360710600173,0.001092094141333462,2.3102012183345018e-12,44.867828,20.595396,7
699,Mz Reva /Mali Raj/(1398),0.0008995673882455219,0.0006391818472355385,0.029946595716172503,0.0008586978474783897,2.4814730385679904e-12,44.867821,20.594673,7
423,Institut Mihajlo Pupin(1069),0.001001257441463896,0.0006391818472355385,0.03871614348111212,0.0006391818472355385,1.6178434195659968e-07,44.807529,20.506725,7
426,Institut Mihajlo Pupin(1068),0.0009891789988331673,0.0006391818472355385,0.03780903356775176,0.0006391818472355385,6.169265859554237e-08,44.808182,20.50597,7
2886,Ntp Ulaz(3100),0.0010452466247102736,0.0006391818472355385,0.041993799573217375,0.0006391818472355385,2.059935007308768e-06,44.805347,20.500927,7
2889,Ntp Ulaz(3101),0.0010637747642272977,0.0006391818472355385,0.04331335391259811,0.0006391818472355385,6.4567116563772815e-06,44.805462,20.500847,7
724,Sibnička Nova 4. Deo(2586),0.0008667467319891856,0.0006391818472355385,0.02934033475549721,0.0004938113499560485,5.208318557071956e-13,44.869644,20.606956,7
698,Sibnička Nova 4. Deo(2587),0.000845839928337382,0.0006391818472355385,0.029091821934620104,0.0002344162847711886,5.56092026537176e-13,44.869778,20.605513,7
697,Reva /Duboka Bara/(2327),0.0008287781887558952,0.0006391818472355385,0.02865962006997747,6.765117770731138e-05,2.215527478414105e-13,44.870064,20.615211,7
46,Oštreljska(2359),0.0010207981299887084,0.0006391818472355385,0.043342152286232734,0.0,6.540932839252051e-06,44.81065,20.510075,7
424,Zvezdara 2(1067),0.0007170329814722231,0.00031959092361776926,0.037273517814811724,0.0,3.329178302921583e-08,44.806843,20.509336,7
425,Zvezdara 2(1066),0.0007058443916593864,0.00031959092361776926,0.03643201453088978,0.0,1.2695220846729363e-08,44.806782,20.509502,7
2887,Naučno-Tehnološki Park (2472),0.0007573696769835024,0.00031959092361776926,0.04030191012248999,0.0,4.23975839295826e-07,44.803761,20.5021,7
2888,Naučno-Tehnološki Park (2753),0.0007737059421594519,0.00031959092361776926,0.041515742546670384,0.0,1.3289024520669847e-06,44.804008,20.50135,7
179,Zaplanjska(429),0.0026571511347697517,0.001278363694471077,0.048310894268774704,0.016627729809675508,2.39116198129133e-07,44.76857,20.5007,8
755,Svetozara Radojčića(263),0.0023809001107175333,0.0009587727708533077,0.04960918301016283,0.015566783027017238,8.595049189811947e-07,44.772129,20.502686,8
756,Medaković 2(261),0.0021595041172855546,0.0006391818472355385,0.051065704866664494,0.015275831031612766,3.681259989875117e-06,44.775764,20.5002,8
177,Braće Jerković (Mitrovo Brdo)(433),0.0019022158083634045,0.0006391818472355385,0.04833178869323448,0.012030481723347504,5.465281345613226e-07,44.763638,20.498615,8
618,Kumodraž(2200),0.0020041043727597016,0.0009587727708533077,0.03958304342875938,0.011981006654625318,2.7046666351783352e-11,44.744942,20.518438,8
785,Svetozara Radojčića(262),0.0023341767545137504,0.001278363694471077,0.047909967845659165,0.011946735056851041,3.804831916870516e-07,44.772167,20.502241,8
178,Naselje Braće Jerković(431),0.0018730480062995143,0.0006391818472355385,0.04721094799100744,0.011821463369723562,1.6389725953851492e-07,44.765755,20.500212,8
184,Zaplanjska(428),0.002314568445622671,0.001278363694471077,0.047163981128378274,0.011804633481981323,1.5843482825211286e-07,44.768845,20.50053,8
620,Kovačka(693),0.0019623792796166534,0.0009587727708533077,0.03837804025462707,0.011602167676815014,3.300205763138588e-11,44.741348,20.512775,8
619,Kumodraž 1(695),0.0017214851344707373,0.0006391818472355385,0.038820376665591426,0.011231891376945491,1.2607253166309691e-11,44.742611,20.515923,8
784,Medaković 2(260),0.0018440110960778495,0.0006391818472355385,0.0491865126149493,0.0110023058881305,1.4928747155151892e-06,44.774895,20.499733,8
185,Naselje Braće Jerković(430),0.0017462864787063904,0.0006391818472355385,0.048214863553014776,0.009756688900187318,2.651311001735632e-07,44.765045,20.499722,8
752,Stari Vinogradi(2078),0.001986027737821867,0.0009587727708533077,0.049693485373058476,0.009731291240977007,1.0166114743068047e-06,44.764179,20.516129,8
3037,Vladimira Ćorovića (Ulaz)(3058),0.0015897687040446048,0.0006391818472355385,0.04271614039398779,0.00852810746938419,2.7895587156813207e-09,44.754848,20.530348,8
3038,Novo Naselje(3059),0.0015372031531988158,0.0006391818472355385,0.0413254794231074,0.00802589948571412,6.090934535722731e-10,44.753223,20.528299,8
751,Buljubašine Vode(2080),0.001606667149104346,0.0006391818472355385,0.047682906386674995,0.007803714521816852,2.2106356426066442e-07,44.759827,20.518541,8
3039,Jovijanova(3060),0.0014882430548803062,0.0006391818472355385,0.04008814523464825,0.0075467855563178315,1.3319375721270892e-10,44.751953,20.526695,8
750,Veliki Mokri Lug(2082),0.0015470480764008016,0.0006391818472355385,0.045889185463291585,0.007277072908390383,4.8109111309627874e-08,44.757259,20.519245,8
3040,Gaj(3061),0.0014445366236354364,0.0006391818472355385,0.03902372103464618,0.007111221533996524,2.9415616298523476e-11,44.750374,20.526533,8
3042,Narednika Dragutina Radakovića(3098),0.0014158947265790127,0.0006391818472355385,0.03835545912551024,0.00682005126113427,7.260368878524656e-12,44.74638,20.521097,8
3046,Bilce(3065),0.001490583005587115,0.0006391818472355385,0.044263060361290685,0.006763635195335445,1.0478759240037229e-08,44.755669,20.520868,8
3041,Stražarska Kosa (3062),0.0014080454299611259,0.0006391818472355385,0.038165052569950966,0.0067416798516166014,7.66887886569854e-12,44.748062,20.525326,8
3045,Mitkov Kladenac(3064),0.0014368896838385713,0.0006391818472355385,0.042775704384202105,0.006263765711504542,2.284524178578452e-09,44.753281,20.522709,8
320,Naselje Braće Jerković(602),0.001681402381940221,0.0009587727708533077,0.046223390897138554,0.00592538162053153,5.548197807104968e-08,44.765369,20.500219,8
3044,Mitkov Kladenac (Izlaz)(3063),0.0013881448281201675,0.0006391818472355385,0.04148216889831632,0.005798833931448958,4.986891255325951e-10,44.748062,20.52268,8
3043,Narednika Dragutina Radakovića(3099),0.0013458234179648456,0.0006391818472355385,0.04040443170372666,0.005386286352363421,1.0961800234097908e-10,44.746048,20.520817,8
347,Naselje Braće Jerković(601),0.0016007134172226114,0.0009587727708533077,0.04507671252611107,0.00496104792978877,3.693396685532053e-08,44.76469,20.49959,8
326,Peke Pavlovića(590),0.001582019418453472,0.0009587727708533077,0.04804090155376773,0.004084576718000015,6.2180300755698985e-06,44.781139,20.485909,8
786,Veselina Čajkanovića(3097),0.0013109091849506434,0.0006391818472355385,0.045728231958612225,0.0038289608227300258,8.307086826145537e-08,44.771889,20.504993,8
2729,Vojvode Vlahovića(2625),0.0012904400917085445,0.0006391818472355385,0.04418929797059696,0.0038289608227300258,1.2135108191066733e-08,44.762321,20.501755,8
787,Medaković 3(2083),0.001241168256320173,0.0006391818472355385,0.04373532371687353,0.0031918223957222223,1.816498850143033e-08,44.772236,20.508371,8
2728,Vojvode Vlahovića 1(2623),0.001222428081120548,0.0006391818472355385,0.04232553735441719,0.0031918223957222223,2.658224034884641e-09,44.761471,20.505936,8
2730,Vojvode Vlahovića(2622),0.0012332403820115058,0.0006391818472355385,0.04313898501371789,0.0031918223957222223,8.088251764718878e-09,44.762241,20.501787,8
788,Braće Srnić(2151),0.0011736083452207721,0.0006391818472355385,0.041907746705239474,0.002554275284668872,3.979156275083173e-09,44.771656,20.511755,8
2727,Milovana Vidakovića(2644),0.0011563808843603578,0.0006391818472355385,0.0406115747530728,0.002554275284668872,5.832746476052266e-10,44.761986,20.50701,8
2731,Vojvode Vlahovića 1(2624),0.001166326634195492,0.0006391818472355385,0.04135989319656854,0.002554275284668872,1.7743800820276186e-09,44.761292,20.506199,8
789,Veliki Mokri Lug (Ulaz)(2255),0.0011079579891355256,0.0006391818472355385,0.04022574756382897,0.0019163194895699745,8.73430558433257e-10,44.767471,20.513666,8
2726,Vojvode Vlahovića 2(2643),0.00109206646136077,0.0006391818472355385,0.039030049021442206,0.0019163194895699745,1.2822602034168932e-10,44.761169,20.50728,8
2732,Vojvode Vlahovića 2(2626),0.0011012458892035069,0.0006391818472355385,0.03972072357981593,0.0019163194895699745,3.9003271451977657e-10,44.761349,20.507219,8
325,Ignjata Joba(592),0.0011736421620329386,0.0006391818472355385,0.046203597058562945,0.0017090595915890895,1.339881729233193e-06,44.777618,20.488298,8
182,Medaković 3(265),0.001405925421488462,0.0009587727708533077,0.047609628434922856,0.0015942157878400466,2.1430161319166032e-07,44.772278,20.507971,8
321,Dragice Končar(600),0.0011226057943710278,0.0006391818472355385,0.0445694751086105,0.0012814542662570245,1.4893084712520643e-08,44.768448,20.499353,8
324,Centralno Groblje(594),0.0011253407761604676,0.0006391818472355385,0.04478124597484007,0.0012793725107132223,2.888724363420824e-07,44.775284,20.490849,8
