Id,Label,0,1,2,modularity_class
638,Birčaninova(638),Birčaninova,44.800701,20.465475,4
148,Karađorđev Park(148),Karađorđev Park,44.796974,20.465208,4
746,Franše Deperea(746),Franše Deperea,44.792629,20.466419,5
845,Trg Oslobođenja(845),Trg Oslobođenja,44.785069,20.465799,5
847,Veljka Lukića Kurjaka(847),Veljka Lukića Kurjaka,44.779411,20.468548,5
849,Atletska Dvorana(849),Atletska Dvorana,44.77631,20.472645,5
851,Fakultet Organizacionih Nauka(851),Fakultet Organizacionih Nauka,44.770432,20.475939,5
859,Mosorska(859),Mosorska,44.765224,20.477926,5
853,Crkva Sv. Vasilija Ostroškog(853),Crkva Sv. Vasilija Ostroškog,44.762386,20.479235,5
291,Baštovanska(291),Baštovanska,44.756313,20.476883,5
293,Kragujevačkih Đaka(293),Kragujevačkih Đaka,44.754101,20.477547,5
1599,Banjica 2(1599),Banjica 2,44.751759,20.480303,6
1601,Riste Stefanovića(1601),Riste Stefanovića,44.750248,20.479406,6
1603,Voje Radića(1603),Voje Radića,44.746765,20.476988,6
1952,Save Jovanovića(1952),Save Jovanovića,44.742512,20.483334,6
1605,Jajinci /Dom Zdravlja/(1605),Jajinci /Dom Zdravlja/,44.740452,20.48592,6
1607,Milutina Miljkovića(1607),Milutina Miljkovića,44.735264,20.483774,6
1563,Kefalonijska(1563),Kefalonijska,44.73048,20.483215,6
1609,Spomen Park Jajinci(1609),Spomen Park Jajinci,44.727268,20.486334,6
1611,Rakovica Selo (Spomen Česma)(1611),Rakovica Selo (Spomen Česma),44.726582,20.495085,6
1613,Rakovica Selo(1613),Rakovica Selo,44.721649,20.498201,6
1615,Kružni Put(1615),Kružni Put,44.720787,20.503353,6
3889,1000 Ruža(3889),1000 Ruža,44.716549,20.503929,6
1617,Beli Potok /Kumbara/(1617),Beli Potok /Kumbara/,44.710796,20.506063,6
3037,Put Za Beli Potok(3037),Put Za Beli Potok,44.706287,20.508604,0
1619,Pošta(1619),Pošta,44.701176,20.504194,0
1621,Avala(1621),Avala,44.696247,20.501799,0
1623,Mz Pinosava(1623),Mz Pinosava,44.695477,20.493031,0
1625,Oš Vasa Čarapić(1625),Oš Vasa Čarapić,44.695107,20.48922,0
1627,Zadruga(1627),Zadruga,44.696812,20.483906,0
3033,Groblje(3033),Groblje,44.696373,20.478453,0
3034,Donji Kraj(3034),Donji Kraj,44.696293,20.475382,0
3036,Pinosava(3036),Pinosava,44.69582,20.470837,0
464,Mirijevo 3(464),Mirijevo 3,44.793648,20.536673,1
468,Semjuela Beketa(468),Semjuela Beketa,44.790558,20.540529,1
1321,Mihaila Bulgakova(1321),Mihaila Bulgakova,44.787338,20.540485,1
1918,Matice Srpske(1918),Matice Srpske,44.786861,20.535156,1
625,Stojčino Brdo(625),Stojčino Brdo,44.789429,20.530029,1
623,Selište(623),Selište,44.790684,20.527657,1
621,Vitezova Karađorđeve Zvezde(621),Vitezova Karađorđeve Zvezde,44.792572,20.525188,1
619,Ladne Vode(619),Ladne Vode,44.795258,20.523134,1
2267,Bosutska(2267),Bosutska,44.797218,20.52195,1
2282,Nikole Doksata(2282),Nikole Doksata,44.800259,20.52047,1
617,Sime Trojanovića(617),Sime Trojanovića,44.802364,20.519415,1
615,Ćalije(615),Ćalije,44.804943,20.517916,1
613,Astronomska(613),Astronomska,44.80801,20.514191,7
2359,Oštreljska(2359),Oštreljska,44.81065,20.510075,7
611,Triglavska(611),Triglavska,44.811829,20.50687,7
609,Marijane Gregoran(609),Marijane Gregoran,44.813396,20.500563,7
607,Generala Aračića(607),Generala Aračića,44.814003,20.496447,7
550,Omladinski Stadion(550),Omladinski Stadion,44.814053,20.490139,7
77,Vatrogasna Komanda(77),Vatrogasna Komanda,44.812012,20.487823,7
79,Novo Groblje(79),Novo Groblje,44.809864,20.484743,7
551,Dalmatinska(551),Dalmatinska,44.807178,20.480511,4
585,Tehnički Fakulteti(585),Tehnički Fakulteti,44.805275,20.476223,4
583,Pravni Fakultet(583),Pravni Fakultet,44.806976,20.472223,16
535,Glavna Pošta(535),Glavna Pošta,44.810024,20.467106,16
196,Terazije(196),Terazije,44.813381,20.460953,16
603,Trg Republike(603),Trg Republike,44.816757,20.461168,16
3035,Donji Kraj(3035),Donji Kraj,44.69603,20.474901,0
1629,Groblje(1629),Groblje,44.696606,20.478903,0
1628,Zadruga(1628),Zadruga,44.696796,20.483444,0
1626,Oš Vasa Čarapić(1626),Oš Vasa Čarapić,44.694992,20.489576,0
1624,Mz Pinosava(1624),Mz Pinosava,44.695503,20.493847,0
1622,Avala(1622),Avala,44.696667,20.502037,0
1620,Pošta(1620),Pošta,44.701736,20.504852,0
3038,Put Za Beli Potok(3038),Put Za Beli Potok,44.707691,20.508366,0
1618,Beli Potok /Kumbara/(1618),Beli Potok /Kumbara/,44.710804,20.506214,6
3890,1000 Ruža(3890),1000 Ruža,44.716572,20.50411,6
1616,Kružni Put(1616),Kružni Put,44.721081,20.503342,6
1614,Rakovica Selo(1614),Rakovica Selo,44.721706,20.498343,6
1612,Rakovica Selo (Spomen Česma)(1612),Rakovica Selo (Spomen Česma),44.726498,20.494368,6
1610,Spomen Park Jajinci(1610),Spomen Park Jajinci,44.729599,20.484259,6
1608,Milutina Miljkovića(1608),Milutina Miljkovića,44.735222,20.483891,6
1606,Jajinci /Dom Zdravlja/(1606),Jajinci /Dom Zdravlja/,44.740974,20.485519,6
2130,Save Jovanovića(2130),Save Jovanovića,44.742657,20.48316,6
1604,Voje Radića(1604),Voje Radića,44.74638,20.477282,6
1602,Riste Stefanovića(1602),Riste Stefanovića,44.750027,20.480282,6
1600,Banjica 2(1600),Banjica 2,44.752041,20.48024,6
294,Kragujevačkih Đaka(294),Kragujevačkih Đaka,44.75489,20.476995,6
292,Baštovanska(292),Baštovanska,44.757122,20.477179,5
856,Paunova(856),Paunova,44.760944,20.476976,5
854,Crkva Sv. Vasilija Ostroškog(854),Crkva Sv. Vasilija Ostroškog,44.762325,20.479628,5
860,Mosorska(860),Mosorska,44.765675,20.478083,5
852,Fakultet Organizacionih Nauka(852),Fakultet Organizacionih Nauka,44.771347,20.475677,5
850,Atletska Dvorana(850),Atletska Dvorana,44.777611,20.471647,5
848,Veljka Lukića Kurjaka(848),Veljka Lukića Kurjaka,44.780182,20.468349,5
846,Trg Oslobođenja(846),Trg Oslobođenja,44.787064,20.465935,5
639,Franše Deperea(639),Franše Deperea,44.792892,20.466633,5
149,Karađorđev Park(149),Karađorđev Park,44.798344,20.465708,4
147,Trg Slavija /Bulevar Oslobođenja/(147),Trg Slavija /Bulevar Oslobođenja/,44.801437,20.466257,4
703,Pionirski Park(703),Pionirski Park,44.810978,20.46512,16
534,Resavska(534),Resavska,44.809082,20.468134,4
582,Pravni Fakultet(582),Pravni Fakultet,44.806774,20.472061,4
584,Tehnički Fakulteti(584),Tehnički Fakulteti,44.805279,20.475595,4
64,Vukov Spomenik(64),Vukov Spomenik,44.805607,20.478363,4
553,Dalmatinska(553),Dalmatinska,44.806801,20.480246,4
80,Novo Groblje(80),Novo Groblje,44.810883,20.486647,7
78,Vatrogasna Komanda(78),Vatrogasna Komanda,44.812767,20.488932,7
76,Omladinski Stadion(76),Omladinski Stadion,44.814716,20.49118,7
606,Generala Aračića(606),Generala Aračića,44.813828,20.497231,7
608,Marijane Gregoran(608),Marijane Gregoran,44.813385,20.500254,7
610,Triglavska(610),Triglavska,44.811672,20.506952,1
2358,Oštreljska(2358),Oštreljska,44.810814,20.509455,1
612,Astronomska(612),Astronomska,44.808067,20.513939,1
614,Ćalije(614),Ćalije,44.805508,20.517229,1
616,Sime Trojanovića(616),Sime Trojanovića,44.801937,20.519434,1
1081,Nikole Doksata(1081),Nikole Doksata,44.799511,20.520973,1
2266,Bosutska(2266),Bosutska,44.796646,20.521982,1
618,Ladne Vode(618),Ladne Vode,44.794357,20.52351,1
620,Vitezova Karađorđeve Zvezde(620),Vitezova Karađorđeve Zvezde,44.792576,20.524664,1
622,Selište(622),Selište,44.790131,20.527508,1
624,Stojčino Brdo(624),Stojčino Brdo,44.789261,20.530914,1
1917,Matice Srpske(1917),Matice Srpske,44.786514,20.535622,1
1316,Mihaila Bulgakova(1316),Mihaila Bulgakova,44.787292,20.540636,1
469,Semjuela Beketa(469),Semjuela Beketa,44.790646,20.540627,1
465,Mirijevo 3(465),Mirijevo 3,44.793945,20.536879,1
751,Trg Oslobođenja(751),Trg Oslobođenja,44.787045,20.463959,5
753,Stadion Rajko Mitić(753),Stadion Rajko Mitić,44.78418,20.462711,5
756,Narodnog Heroja Milana Tepića(756),Narodnog Heroja Milana Tepića,44.779629,20.458637,5
279,Bolnica Dragiša Mišović(279),Bolnica Dragiša Mišović,44.777748,20.458124,5
281,Paje Adamova(281),Paje Adamova,44.772732,20.462627,5
283,Banjica(283),Banjica,44.769394,20.466068,5
285,Vojnomedicinska Akademija(285),Vojnomedicinska Akademija,44.765644,20.470118,5
287,Plivalište Banjica(287),Plivalište Banjica,44.763058,20.472458,5
857,Pet Solitera(857),Pet Solitera,44.759434,20.472971,5
861,Raška(861),Raška,44.754654,20.468088,5
863,Pere Velimirovića(863),Pere Velimirovića,44.757191,20.459993,5
865,Srpskih Udarnih Brigada(865),Srpskih Udarnih Brigada,44.754028,20.456062,31
867,Kanarevo Brdo(867),Kanarevo Brdo,44.752026,20.45509,31
869,Vareška(869),Vareška,44.749817,20.455727,31
871,Stanka Paunovića(871),Stanka Paunovića,44.748474,20.452166,31
873,Miljakovac 1(873),Miljakovac 1,44.748219,20.449581,31
875,Go Rakovica(875),Go Rakovica,44.74371,20.446066,31
737,Marička(737),Marička,44.745426,20.437969,31
735,Janković Stojana(735),Janković Stojana,44.745129,20.434212,18
520,Pilota Mihajla Petrovića(520),Pilota Mihajla Petrovića,44.742672,20.424408,18
522,Mz Vidikovac(522),Mz Vidikovac,44.740253,20.422634,18
524,Vidikovački Venac(524),Vidikovački Venac,44.738499,20.419962,18
526,Toplana(526),Toplana,44.733696,20.420641,2
1013,Labudovo Brdo(1013),Labudovo Brdo,44.730469,20.42219,2
1015,Serdar Janka Vukotića(1015),Serdar Janka Vukotića,44.727245,20.42598,2
1017,Jedanaeste Krajiške Divizije(1017),Jedanaeste Krajiške Divizije,44.726238,20.425856,2
1019,Generala Zgonjanina(1019),Generala Zgonjanina,44.724728,20.422287,2
1021,Milorada Draškovića(1021),Milorada Draškovića,44.721554,20.421148,2
1023,Rasinska(1023),Rasinska,44.720135,20.425449,2
1025,Petlovo Brdo(1025),Petlovo Brdo,44.718479,20.428318,2
1236,Zemun /Bačka/(1236),Zemun /Bačka/,44.848965,20.379522,11
1223,Zadrugarska(1223),Zadrugarska,44.850201,20.383299,11
1964,Filipa Višnjića(1964),Filipa Višnjića,44.849983,20.385885,11
813,Rada Končara /Dom Zdravlja/(813),Rada Končara /Dom Zdravlja/,44.84515,20.385523,11
322,Rada Končara(322),Rada Končara,44.841911,20.385494,11
320,Bosanska(320),Bosanska,44.841217,20.390717,11
318,Zlatiborska(318),Zlatiborska,44.841042,20.395512,11
463,Prilaz(463),Prilaz,44.840416,20.403717,11
462,Paviljoni(462),Paviljoni,44.835358,20.401466,11
460,Pariske  Komune(460),Pariske  Komune,44.831264,20.399769,19
458,Ix Beogradska Gimnazija(458),Ix Beogradska Gimnazija,44.8288,20.402084,19
456,Fontana(456),Fontana,44.82568,20.409521,19
404,Go Novi Beograd(404),Go Novi Beograd,44.823399,20.412191,19
402,Bulevar Zorana Đinđića(402),Bulevar Zorana Đinđića,44.820381,20.409492,19
400,Omladinskih Brigada(400),Omladinskih Brigada,44.816868,20.40995,19
331,Beogradska Arena /Španskih Boraca/(331),Beogradska Arena /Španskih Boraca/,44.812992,20.418432,19
387,Beogradska Arena /Antifašističke Borbe/(387),Beogradska Arena /Antifašističke Borbe/,44.811085,20.422604,4
398,Sava Centar(398),Sava Centar,44.807163,20.431114,4
396,Mostar(396),Mostar,44.797523,20.450638,4
394,Deligradska(394),Deligradska,44.795353,20.457422,4
392,Franše Deperea(392),Franše Deperea,44.791504,20.466455,26
2752,Trg Oslobođenja(2752),Trg Oslobođenja,44.7864,20.470421,26
451,Prešernova(451),Prešernova,44.785294,20.474159,6
449,Ljubićka (Univerzitet Singidunum)(449),Ljubićka (Univerzitet Singidunum),44.78257,20.477325,6
447,Vitanovačka(447),Vitanovačka,44.779572,20.479284,6
445,Bjelovarska(445),Bjelovarska,44.776016,20.481258,6
443,Darvinova(443),Darvinova,44.771568,20.483152,6
441,Meštrovićeva(441),Meštrovićeva,44.771786,20.487526,6
439,Jovana Bijelića(439),Jovana Bijelića,44.768513,20.489626,6
437,Sc Sport Eko(437),Sc Sport Eko,44.764019,20.493555,6
433,Braće Jerković (Mitrovo Brdo)(433),Braće Jerković (Mitrovo Brdo),44.763638,20.498615,8
431,Naselje Braće Jerković(431),Naselje Braće Jerković,44.765755,20.500212,8
429,Zaplanjska(429),Zaplanjska,44.76857,20.5007,8
427,Vojislava Ilića(427),Vojislava Ilića,44.771744,20.504288,8
264,Medaković 3(264),Medaković 3,44.772289,20.507448,8
265,Medaković 3(265),Medaković 3,44.772278,20.507971,8
426,Vojislava Ilića(426),Vojislava Ilića,44.771908,20.504194,8
428,Zaplanjska(428),Zaplanjska,44.768845,20.50053,8
430,Naselje Braće Jerković(430),Naselje Braće Jerković,44.765045,20.499722,8
432,Braće Jerković (Mitrovo Brdo)(432),Braće Jerković (Mitrovo Brdo),44.763172,20.497461,5
436,Sc Sport Eko(436),Sc Sport Eko,44.764683,20.492954,5
438,Jovana Bijelića(438),Jovana Bijelića,44.768021,20.490107,5
440,Meštrovićeva(440),Meštrovićeva,44.771198,20.488075,5
442,Darvinova(442),Darvinova,44.7729,20.482254,5
444,Bjelovarska(444),Bjelovarska,44.775944,20.481289,5
446,Vitanovačka(446),Vitanovačka,44.779118,20.479729,5
448,Ljubićka (Univerzitet Singidunum)(448),Ljubićka (Univerzitet Singidunum),44.782913,20.477173,5
450,Prešernova(450),Prešernova,44.785954,20.473101,5
452,Trg Oslobođenja(452),Trg Oslobođenja,44.787739,20.466274,5
391,Franše Deperea(391),Franše Deperea,44.790955,20.468147,4
393,Deligradska(393),Deligradska,44.795845,20.457443,4
395,Mostar(395),Mostar,44.797863,20.45064,4
397,Sava Centar(397),Sava Centar,44.807735,20.431179,4
192,Beogradska Arena /Antifašističke Borbe/(192),Beogradska Arena /Antifašističke Borbe/,44.811749,20.4224,19
237,Beogradska Arena /Španskih Boraca/(237),Beogradska Arena /Španskih Boraca/,44.813667,20.418222,19
399,Omladinskih Brigada(399),Omladinskih Brigada,44.817417,20.410059,19
401,Bulevar Zorana Đinđića(401),Bulevar Zorana Đinđića,44.820126,20.409603,19
454,Ulaz U Pariske Komune(454),Ulaz U Pariske Komune,44.824932,20.41185,19
455,Fontana(455),Fontana,44.826744,20.407509,19
457,Ix Beogradska Gimnazija(457),Ix Beogradska Gimnazija,44.829399,20.401152,19
459,Pariske  Komune(459),Pariske  Komune,44.831707,20.400106,19
461,Paviljoni(461),Paviljoni,44.835209,20.40156,11
2262,Birotehnička Škola(2262),Birotehnička Škola,44.839066,20.403261,11
315,Prilaz(315),Prilaz,44.841488,20.403275,11
317,Zlatiborska(317),Zlatiborska,44.841175,20.395943,11
319,Bosanska(319),Bosanska,44.841503,20.389532,11
814,Oš Petar Kočić(814),Oš Petar Kočić,44.842686,20.384817,11
812,Rada Končara /Dom Zdravlja/(812),Rada Končara /Dom Zdravlja/,44.846092,20.386097,11
1963,Filipa Višnjića(1963),Filipa Višnjića,44.850117,20.385286,11
1222,Zadrugarska(1222),Zadrugarska,44.850197,20.381884,11
1224,Zemun /Bačka/(1224),Zemun /Bačka/,44.848083,20.379133,11
580,Kumodraž 2(580),Kumodraž 2,44.748894,20.498781,6
578,Junska(578),Junska,44.750072,20.501196,6
576,Put Za Kumodraško Groblje(576),Put Za Kumodraško Groblje,44.752445,20.502184,6
574,Dušana Jovanovića (574),"Dušana Jovanovića ",44.754257,20.499956,6
572,Preduzeće Petar Velebit(572),Preduzeće Petar Velebit,44.756565,20.497259,5
2595,Pukovnika Petra Mišića(2595),Pukovnika Petra Mišića,44.75856,20.495117,5
570,Preduzeće Izolacija(570),Preduzeće Izolacija,44.759853,20.493742,5
568,Voždovački Kružni Put(568),Voždovački Kružni Put,44.76263,20.490547,5
566,Pive Karamatijevića(566),Pive Karamatijevića,44.766235,20.491264,5
564,Husova(564),Husova,44.783936,20.479696,26
562,Dušanovac /Pošta/(562),Dušanovac /Pošta/,44.786034,20.482424,26
560,Tetovska(560),Tetovska,44.790195,20.479992,4
558,Južni Bulevar(558),Južni Bulevar,44.793098,20.478371,4
556,"Pijaca ""Kalenić""(556)","Pijaca ""Kalenić""",44.800896,20.477024,4
347,Vuka Vrčevića(347),Vuka Vrčevića,44.817684,20.495552,7
345,Vojvode Micka Krstića(345),Vojvode Micka Krstića,44.817696,20.501045,17
344,Patrisa Lumumbe(344),Patrisa Lumumbe,44.814674,20.506241,17
342,Diljska(342),Diljska,44.813107,20.51096,17
340,Stevana Hristića(340),Stevana Hristića,44.813026,20.513046,17
338,Husinjskih Rudara(338),Husinjskih Rudara,44.812729,20.518061,17
336,Salvadora Aljendea(336),Salvadora Aljendea,44.810513,20.521816,17
547,Karaburma 2(547),Karaburma 2,44.807129,20.522171,17
335,Salvadora Aljendea(335),Salvadora Aljendea,44.810303,20.522087,17
337,Husinjskih Rudara(337),Husinjskih Rudara,44.813007,20.517679,7
339,Stevana Hristića(339),Stevana Hristića,44.813087,20.513882,7
341,Diljska(341),Diljska,44.81321,20.510309,7
343,Patrisa Lumumbe(343),Patrisa Lumumbe,44.814796,20.50625,7
346,Vuka Vrčevića(346),Vuka Vrčevića,44.817947,20.496637,7
549,Sup Palilula(549),Sup Palilula,44.81715,20.493704,7
63,Vukov Spomenik(63),Vukov Spomenik,44.805523,20.47789,4
586,Go Vračar(586),Go Vračar,44.801254,20.475719,4
555,"Pijaca ""Kalenić""(555)","Pijaca ""Kalenić""",44.798981,20.476431,4
557,Južni Bulevar(557),Južni Bulevar,44.793842,20.478153,26
559,Tetovska(559),Tetovska,44.789452,20.480528,26
561,Dušanovac /Pošta/(561),Dušanovac /Pošta/,44.785923,20.482189,26
563,Husova(563),Husova,44.783997,20.480431,6
565,Pive Karamatijevića(565),Pive Karamatijevića,44.765892,20.491337,6
567,Voždovački Kružni Put(567),Voždovački Kružni Put,44.762665,20.490198,6
569,Preduzeće Izolacija(569),Preduzeće Izolacija,44.759228,20.49412,6
1208,Pukovnika Petra Mišića(1208),Pukovnika Petra Mišića,44.757881,20.495556,6
571,Preduzeće Petar Velebit(571),Preduzeće Petar Velebit,44.756119,20.497427,6
573,Dušana Jovanovića (573),"Dušana Jovanovića ",44.753937,20.50001,6
575,Put Za Kumodraško Groblje(575),Put Za Kumodraško Groblje,44.751808,20.502708,6
577,Junska(577),Junska,44.750034,20.50083,6
579,Kumodraž 2(579),Kumodraž 2,44.748684,20.497742,6
637,Mirijevo 4(637),Mirijevo 4,44.786037,20.545662,1
708,Milivoja Perovića(708),Milivoja Perovića,44.788498,20.546104,1
634,Aleksandra Belića(634),Aleksandra Belića,44.788818,20.543489,1
470,Matice Srpske(470),Matice Srpske,44.789944,20.538092,1
627,Mirijevski Venac(627),Mirijevski Venac,44.789421,20.533287,1
632,Omladinski Stadion(632),Omladinski Stadion,44.815407,20.491169,7
350,Czk Vlada Divljan(350),Czk Vlada Divljan,44.817768,20.484842,7
352,Jovana Avakumovića(352),Jovana Avakumovića,44.817398,20.479391,16
353,Cvijićeva(353),Cvijićeva,44.817245,20.475815,16
355,Džordža Vašingtona(355),Džordža Vašingtona,44.816986,20.469828,16
357,Skadarska(357),Skadarska,44.816639,20.46364,16
359,Zeleni Venac(359),Zeleni Venac,44.814545,20.456858,16
361,Brankov Most(361),Brankov Most,44.815235,20.452085,10
2848,Šest Kaplara(2848),Šest Kaplara,44.815346,20.435011,10
2846,Novi Beograd (Blok 20)(2846),Novi Beograd (Blok 20),44.811562,20.438499,10
119,Blok 21(119),Blok 21,44.813911,20.434052,10
298,Brankov Most(298),Brankov Most,44.815006,20.452724,10
360,Zeleni Venac(360),Zeleni Venac,44.814335,20.456921,16
358,Dom Omladine(358),Dom Omladine,44.81546,20.462456,16
356,Džordža Vašingtona(356),Džordža Vašingtona,44.816849,20.470016,16
354,Cvijićeva(354),Cvijićeva,44.817131,20.477751,16
351,Czk Vlada Divljan(351),Czk Vlada Divljan,44.81744,20.483158,16
626,Mirijevski Venac(626),Mirijevski Venac,44.789528,20.533625,1
471,Matice Srpske(471),Matice Srpske,44.78997,20.538536,1
633,Aleksandra Belića(633),Aleksandra Belića,44.788502,20.544306,1
635,Milivoja Perovića(635),Milivoja Perovića,44.78767,20.546413,1
636,Mirijevo 4(636),Mirijevo 4,44.785954,20.545994,1
1026,Petlovo Brdo(1026),Petlovo Brdo,44.718426,20.428677,2
1024,Rasinska(1024),Rasinska,44.720306,20.425138,2
1022,Milorada Draškovića(1022),Milorada Draškovića,44.722027,20.421255,2
1020,Generala Zgonjanina(1020),Generala Zgonjanina,44.725143,20.423277,2
1018,Jedanaeste Krajiške Divizije(1018),Jedanaeste Krajiške Divizije,44.726131,20.426285,2
1016,Serdar Janka Vukotića(1016),Serdar Janka Vukotića,44.728027,20.42576,2
1014,Labudovo Brdo(1014),Labudovo Brdo,44.730637,20.421528,2
527,Toplana(527),Toplana,44.734592,20.420582,2
525,Vidikovački Venac(525),Vidikovački Venac,44.739117,20.420998,18
523,Mz Vidikovac(523),Mz Vidikovac,44.740509,20.423185,18
732,Pilota Mihajla Petrovića(732),Pilota Mihajla Petrovića,44.743023,20.426338,18
734,Janković Stojana(734),Janković Stojana,44.744995,20.434256,31
736,Marička(736),Marička,44.745338,20.438299,31
876,Go Rakovica(876),Go Rakovica,44.743259,20.445158,31
874,Miljakovac 1(874),Miljakovac 1,44.74815,20.45006,31
872,Stanka Paunovića(872),Stanka Paunovića,44.748474,20.453526,31
870,Vareška(870),Vareška,44.748993,20.45574,31
868,Kanarevo Brdo(868),Kanarevo Brdo,44.752876,20.455303,31
866,Srpskih Udarnih Brigada(866),Srpskih Udarnih Brigada,44.754925,20.457193,31
864,Pere Velimirovića(864),Pere Velimirovića,44.757072,20.461248,31
862,Raška(862),Raška,44.754494,20.470121,5
858,Pet Solitera(858),Pet Solitera,44.760025,20.473131,5
288,Plivalište Banjica(288),Plivalište Banjica,44.764061,20.47175,5
286,Vojnomedicinska Akademija(286),Vojnomedicinska Akademija,44.76664,20.469418,5
284,Banjica(284),Banjica,44.77,20.465641,5
282,Paje Adamova(282),Paje Adamova,44.773811,20.461901,5
280,Bolnica Dragiša Mišović(280),Bolnica Dragiša Mišović,44.777412,20.458437,5
755,Šekspirova(755),Šekspirova,44.781517,20.45993,5
754,Stadion Rajko Mitić(754),Stadion Rajko Mitić,44.783112,20.463001,5
752,Trg Oslobođenja(752),Trg Oslobođenja,44.78738,20.464424,5
602,Naselje Braće Jerković(602),Naselje Braće Jerković,44.765369,20.500219,8
600,Dragice Končar(600),Dragice Končar,44.768448,20.499353,8
598,Dragice Končar 1(598),Dragice Končar 1,44.769863,20.49659,8
596,Jovana Bijelića(596),Jovana Bijelića,44.772011,20.493237,8
594,Centralno Groblje(594),Centralno Groblje,44.775284,20.490849,8
592,Ignjata Joba(592),Ignjata Joba,44.777618,20.488298,8
590,Peke Pavlovića(590),Peke Pavlovića,44.781139,20.485909,8
588,Miška Jovanovića(588),Miška Jovanovića,44.782505,20.482336,26
533,Trg Republike(533),Trg Republike,44.815426,20.460629,16
531,Dušanova(531),Dušanova,44.819019,20.46472,16
53,Dorćol /Kneginje Ljubice/(53),Dorćol /Kneginje Ljubice/,44.821293,20.464178,16
74,Kralja Petra(74),Kralja Petra,44.82349,20.460112,16
72,Braće Baruh(72),Braće Baruh,44.825108,20.457098,16
2111,Solunska(2111),Solunska,44.827133,20.456026,16
2110,Dorćol /Dunavska/(2110),Dorćol /Dunavska/,44.828159,20.461346,16
2112,Despota Đurđa(2112),Despota Đurđa,44.826042,20.461637,16
73,Kralja Petra(73),Kralja Petra,44.823299,20.460119,16
52,Dorćol /Kneginje Ljubice/(52),Dorćol /Kneginje Ljubice/,44.821106,20.464117,16
530,Dušanova(530),Dušanova,44.819485,20.465258,16
532,Trg Republike(532),Trg Republike,44.815254,20.460356,16
587,Miška Jovanovića(587),Miška Jovanovića,44.782749,20.481792,26
589,Peke Pavlovića(589),Peke Pavlovića,44.780933,20.486315,26
591,Ignjata Joba(591),Ignjata Joba,44.777126,20.488535,26
593,Centralno Groblje(593),Centralno Groblje,44.774338,20.491776,26
595,Jovana Bijelića(595),Jovana Bijelića,44.770966,20.493626,26
597,Dragice Končar 1(597),Dragice Končar 1,44.76989,20.496313,26
599,Dragice Končar(599),Dragice Končar,44.768173,20.499773,8
601,Naselje Braće Jerković(601),Naselje Braće Jerković,44.76469,20.49959,8
379,Konjarnik(379),Konjarnik,44.782421,20.509874,26
220,Petrinjska(220),Petrinjska,44.783024,20.505613,26
380,Šumice(380),Šumice,44.783707,20.499819,26
381,Hotel Srbija(381),Hotel Srbija,44.784187,20.493647,26
383,Grčića Milenka(383),Grčića Milenka,44.784431,20.486368,26
385,Dušanovac /Pošta/(385),Dušanovac /Pošta/,44.784824,20.481243,26
388,Dom Zdravlja Voždovac(388),Dom Zdravlja Voždovac,44.787708,20.47373,26
772,Blok 25(772),Blok 25,44.813694,20.42473,10
332,Antifašističke Borbe(332),Antifašističke Borbe,44.814949,20.424538,10
376,Beogradska Arena(376),Beogradska Arena,44.816864,20.420355,10
707,Bulevar Umetnosti(707),Bulevar Umetnosti,44.82,20.413469,19
403,Go Novi Beograd(403),Go Novi Beograd,44.823441,20.412716,19
373,Bulevar Maršala Tolbuhina(373),Bulevar Maršala Tolbuhina,44.829323,20.411608,11
405,Džona Kenedija(405),Džona Kenedija,44.834301,20.409927,11
407,Prve Pruge - Retenzija(407),Prve Pruge - Retenzija,44.836868,20.410648,11
408,Poljoprivredni Fakultet(408),Poljoprivredni Fakultet,44.839447,20.412962,11
410,Zemun /Pošta/(410),Zemun /Pošta/,44.842239,20.41333,11
413,Trg Branka Radičevića(413),Trg Branka Radičevića,44.846127,20.409521,11
415,Nade Dimić(415),Nade Dimić,44.849201,20.402822,11
417,Dunavska(417),Dunavska,44.851063,20.397762,11
419,Tršćanska(419),Tršćanska,44.853851,20.390409,11
421,Filipa Višnjića(421),Filipa Višnjića,44.85532,20.38661,11
423,Ruska(423),Ruska,44.857903,20.38085,11
425,Zemun /Gornji Grad/(425),Zemun /Gornji Grad/,44.859379,20.378178,11
424,Ruska(424),Ruska,44.857319,20.381784,11
422,Filipa Višnjića(422),Filipa Višnjića,44.854698,20.387699,11
420,Tršćanska(420),Tršćanska,44.853165,20.391846,11
418,Dunavska(418),Dunavska,44.851257,20.396902,11
416,Nade Dimić(416),Nade Dimić,44.849197,20.402475,11
414,Trg Branka Radičevića(414),Trg Branka Radičevića,44.846424,20.408541,11
412,Rk Beograd(412),Rk Beograd,44.843506,20.412067,11
411,Zemun /Pošta/(411),Zemun /Pošta/,44.840778,20.414284,11
409,22. Oktobra(409),22. Oktobra,44.837868,20.411236,11
406,Džona Kenedija(406),Džona Kenedija,44.834007,20.409685,11
374,Bulevar Maršala Tolbuhina(374),Bulevar Maršala Tolbuhina,44.829739,20.411116,11
372,Arhiv(372),Arhiv,44.826984,20.412041,19
1993,Crkva Svetog Dimitrija(1993),Crkva Svetog Dimitrija,44.820396,20.411652,19
435,Bulevar Umetnosti(435),Bulevar Umetnosti,44.81863,20.415466,19
434,Beogradska Arena(434),Beogradska Arena,44.815777,20.421696,10
